Generated Set Code,Printed Set Code,Category,Card Name,Card Number,Variant,Region,Override Set Code,Override Category,Exclude,Review Notes,Release Set,Product,Source Rows
JTG,JTG,Prize Pack Cards,N's Zoroark ex,JTG098,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:41
JTG,JTG,Prize Pack Cards,Hop's Zacian ex,JTG111,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:20
JTG,JTG,Prize Pack Cards,N's Reshiram,JTG116,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:40
JTG,JTG,Prize Pack Cards,Hop's Snorlax,JTG117,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:19
JTG,JTG,Prize Pack Cards,Hop's Dubwool,JTG136,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:18
JTG,JTG,Prize Pack Cards,Hop's Choice Band,JTG148,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:59
JTG,JTG,Prize Pack Cards,Levincia,JTG150,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:61
JTG,JTG,Prize Pack Cards,Lillie's Pearl,JTG151,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:63
JTG,JTG,Prize Pack Cards,N's PP Up,JTG153,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:67
JTG,JTG,Prize Pack Cards,Postwick,JTG154,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:68
MEE,MEE,Prize Pack Cards,Basic Grass Energy,MEE001,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:87
MEE,MEE,Prize Pack Cards,Basic Fire Energy,MEE002,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:86
MEE,MEE,Prize Pack Cards,Basic Water Energy,MEE003,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:91
MEE,MEE,Prize Pack Cards,Basic Lightning Energy,MEE004,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:88
MEE,MEE,Prize Pack Cards,Basic Psychic Energy,MEE005,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:90
MEE,MEE,Prize Pack Cards,Basic Fighting Energy,MEE006,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:85
MEE,MEE,Prize Pack Cards,Basic Darkness Energy,MEE007,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:84
MEE,MEE,Prize Pack Cards,Basic Metal Energy,MEE008,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:89
MEG,MEG,Prize Pack Cards,Mega Venusaur ex,MEG003,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:38
MEG,MEG,Prize Pack Cards,Mega Camerupt ex,MEG022,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:31
MEG,MEG,Prize Pack Cards,Cinderace,MEG028,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:5
MEG,MEG,Prize Pack Cards,Mega Abomasnow ex,MEG036,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:29
MEG,MEG,Prize Pack Cards,Mega Manectric ex,MEG050,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:36
MEG,MEG,Prize Pack Cards,Mega Gardevoir ex,MEG060,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:32
MEG,MEG,Prize Pack Cards,Hariyama,MEG073,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:17
MEG,MEG,Prize Pack Cards,Lunatone,MEG074,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:28
MEG,MEG,Prize Pack Cards,Solrock,MEG075,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:44
MEG,MEG,Prize Pack Cards,Mega Lucario ex,MEG077,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:35
MEG,MEG,Prize Pack Cards,Mega Absol ex,MEG086,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:30
MEG,MEG,Prize Pack Cards,Mega Mawile ex,MEG094,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:37
MEG,MEG,Prize Pack Cards,Mega Latias ex,MEG100,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:34
MEG,MEG,Prize Pack Cards,Latios,MEG101,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:25
MEG,MEG,Prize Pack Cards,Mega Kangaskhan ex,MEG104,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:33
MEG,MEG,Prize Pack Cards,Boss's Orders,MEG114,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:52
MEG,MEG,Prize Pack Cards,Fighting Gong,MEG116,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:57
MEG,MEG,Prize Pack Cards,Forest of Vitality,MEG117,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:58
MEG,MEG,Prize Pack Cards,Iron Defender,MEG118,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:60
MEG,MEG,Prize Pack Cards,Lillie's Determination,MEG119,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:62
MEG,MEG,Prize Pack Cards,Mega Signal,MEG121,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:65
MEG,MEG,Prize Pack Cards,Mystery Garden,MEG122,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:66
MEG,MEG,Prize Pack Cards,Premium Power Pro,MEG124,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:70
MEG,MEG,Prize Pack Cards,Risky Ruins,MEG127,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:71
MEG,MEG,Prize Pack Cards,Strange Timepiece,MEG128,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:73
MEG,MEG,Prize Pack Cards,Surfing Beach,MEG129,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:74
MEG,MEG,Prize Pack Cards,Wally's Compassion,MEG132,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:83
PRE,PRE,Prize Pack Cards,Budew,PRE004,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:4
PRE,PRE,Prize Pack Cards,Max Rod,PRE116,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:64
PRE,PRE,Prize Pack Cards,Sparkling Crystal,PRE129,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:72
SCR,SCR,Prize Pack Cards,Archaludon,SCR107,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:2
SSP,SSP,Prize Pack Cards,Brilliant Blender,SSP164,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:53
SSP,SSP,Prize Pack Cards,Energy Search Pro,SSP176,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:55
SSP,SSP,Prize Pack Cards,Precious Trolley,SSP185,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:69
WHT,WHT,Prize Pack Cards,Emboar,WHT013,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:11
WHT,WHT,Prize Pack Cards,Reshiram ex,WHT020,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:42
ASC,ASC,League and Championship Cards,Rayquaza,ASC173,PXP Stamp,US,,,,,,Ascended Heroes - 2026 Pokemon World Championships merchandise,mega_placeholders.csv:175
MEG,MEG,League and Championship Cards,Ultra Ball,MEG131,Pokemon Europe International Championships Stamp,Europe,,,,,,Mega Evolution - 2026 Pokemon Europe International Championships merchandise,mega_placeholders.csv:68
MEG,MEG,League and Championship Cards,Ultra Ball,MEG131,Pokemon Latin America International Championships Stamp,Brazilian Portuguese,,,,,,Mega Evolution - 2026 Pokemon Latin America International Championships merchandise,mega_placeholders.csv:58
MEG,MEG,League and Championship Cards,Ultra Ball,MEG131,Pokemon North America International Championships Stamp,US,,,,,,Mega Evolution - 2026 Pokemon North America International Championships merchandise,mega_placeholders.csv:135
MEP,MEP,League and Championship Cards,Paradise Resort,MEP092,World Championships 2026 Stamp,US,,,,,,Mega Evolution - 2026 Pokemon World Championships merchandise,mega_placeholders.csv:176
MEP,MEP,League and Championship Cards,Pikachu,MEP093,2026 Pokemon World Championships Logo Stamp,US,,,,,,Mega Evolution - 2026 Pokemon World Championships merchandise,mega_placeholders.csv:177
MEP,MEP,League and Championship Cards,Pikachu,MEP093,Play Pokemon Winner Stamp,US,,,,,,Mega Evolution - 2026 Pokemon World Championships merchandise,mega_placeholders.csv:178
MEP,MEP,Other Cards,Mega Lucario ex,MEP012,Black Star Promo,US/UK,,,,,,Mega Evolution - Mega Lucario ex Figure Collection,mega_placeholders.csv:37
MEP,MEP,Other Cards,Meloetta,MEP026,Black Star Promo,US/UK,,,,,,Mega Evolution - Mega Battle Deck Mega Diancie ex,mega_placeholders.csv:36
MEP,MEP,Other Cards,Haunter,MEP027,Black Star Promo,US/UK,,,,,,Mega Evolution - Mega Battle Deck Mega Gengar ex,mega_placeholders.csv:35
MEP,MEP,Other Cards,Mega Gardevoir ex,MEP032,Black Star Promo,US/UK,,,,,,Ascended Heroes - Ascended Heroes Premium Poster Collection,mega_placeholders.csv:75
MEP,MEP,Other Cards,Mega Lucario ex,MEP033,Black Star Promo,US/UK,,,,,,Ascended Heroes - Ascended Heroes Premium Poster Collection,mega_placeholders.csv:76
MEP,MEP,Other Cards,Bulbasaur,MEP037,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:80
MEP,MEP,Other Cards,Charmander,MEP038,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:81
MEP,MEP,Other Cards,Squirtle,MEP039,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:82
MEP,MEP,Other Cards,Turtwig,MEP040,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:83
MEP,MEP,Other Cards,Chimchar,MEP041,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:84
MEP,MEP,Other Cards,Piplup,MEP042,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:85
MEP,MEP,Other Cards,Rowlet,MEP043,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:86
MEP,MEP,Other Cards,Litten,MEP044,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:87
MEP,MEP,Other Cards,Popplio,MEP045,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:88
MEP,MEP,Other Cards,Chikorita,MEP046,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:136
MEP,MEP,Other Cards,Cyndaquil,MEP047,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:137
MEP,MEP,Other Cards,Totodile,MEP048,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:138
MEP,MEP,Other Cards,Snivy,MEP049,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:139
MEP,MEP,Other Cards,Tepig,MEP050,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:140
MEP,MEP,Other Cards,Oshawott,MEP051,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:141
MEP,MEP,Other Cards,Grookey,MEP052,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:142
MEP,MEP,Other Cards,Scorbunny,MEP053,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:143
MEP,MEP,Other Cards,Sobble,MEP054,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:144
MEP,MEP,Other Cards,Treecko,MEP055,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:160
MEP,MEP,Other Cards,Torchic,MEP056,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:161
MEP,MEP,Other Cards,Mudkip,MEP057,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:162
MEP,MEP,Other Cards,Chespin,MEP058,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:163
MEP,MEP,Other Cards,Fennekin,MEP059,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:164
MEP,MEP,Other Cards,Froakie,MEP060,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:165
MEP,MEP,Other Cards,Sprigatito,MEP061,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:166
MEP,MEP,Other Cards,Fuecoco,MEP062,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:167
MEP,MEP,Other Cards,Quaxly,MEP063,Black Star Promo,US/UK,,,,,,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:168
