Release Set,Release Date,Product,Product Type,Card Name,Card Number,Variant,Region,Notes
151,2023-10-20,Charizard ex Premium Collection,Premium Collection,Charmander,OBF026,Mirage Holo,US/UK,Product-exclusive holo treatment
151,2023-10-20,Charizard ex Premium Collection,Premium Collection,Charmeleon,OBF027,Mirage Holo,US/UK,Product-exclusive holo treatment
Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Chi-Yu,SVP057,Black Star Promo,US/UK,One of four possible promo decks
Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Iron Bundle,SVP058,Black Star Promo,US/UK,One of four possible promo decks
Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Xatu,SVP059,Black Star Promo,US/UK,One of four possible promo decks
Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Aegislash,SVP060,Black Star Promo,US/UK,One of four possible promo decks
Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Chi-Yu,SVP057,Staff Stamp,US/UK,Prerelease staff variant
Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Iron Bundle,SVP058,Staff Stamp,US/UK,Prerelease staff variant
Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Xatu,SVP059,Staff Stamp,US/UK,Prerelease staff variant
Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Aegislash,SVP060,Staff Stamp,US/UK,Prerelease staff variant
Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Iron Moth,PAR028,Non Holo,US/UK,Deck-exclusive
Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Chi-Yu,PAR029,Non Holo,US/UK,Deck-exclusive
Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Golisopod,PAR049,Non Holo,US/UK,Deck-exclusive
Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Xatu,PAR072,Non Holo,US/UK,Deck-exclusive
Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Espathra,PAR081,Non Holo,US/UK,Deck-exclusive
Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Aegislash,PAR134,Non Holo,US/UK,Deck-exclusive
Paradox Rift,2023-11-03,Hobby Co-Op Marketing Kit,Marketing Kit,Oddish,SVP102,Black Star Promo,US/UK,Ava's Oddish promo card
Paradox Rift,2023-11-03,Single Pack Blister,Single Pack Blister,Pineco,SVP061,Cosmos Holo,US/UK,
Paradox Rift,2023-11-03,Single Pack Blister,Single Pack Blister,Sinistea,SVP062,Cosmos Holo,US/UK,
Paradox Rift,2023-11-03,3-Pack Blister,Three Pack Blister,Cetitan,SVP063,Cosmos Holo,US/UK,
Paradox Rift,2023-11-03,3-Pack Blister,Three Pack Blister,Arctibax,SVP064,Cosmos Holo,US/UK,
Paradox Rift,2023-11-03,Stage 1 Blister,Stage 1 Blister,Ceruledge,PAL098,Cosmos Holo,US/UK,
Paradox Rift,2023-11-03,Premium Checklane Blister,Premium Checklane Blister,Tinkaton,PAL105,Cosmos Holo,US/UK,
Paradox Rift,2023-11-03,Stage 1 Blister,Stage 1 Blister,Glimmora,PAL126,Cosmos Holo,US/UK,
Paradox Rift,2023-11-03,Premium Checklane Blister,Premium Checklane Blister,Hydreigon,PAL140,Cosmos Holo,US/UK,
Paradox Rift,2023-11-03,Stage 1 Blister,Stage 1 Blister,Charcadet,PAL039,Non Holo,US/UK,Included with Ceruledge blister
Paradox Rift,2023-11-03,Premium Checklane Blister,Premium Checklane Blister,Tinkatink,PAL102,Non Holo,US/UK,Included with Tinkaton blister
Paradox Rift,2023-11-03,Premium Checklane Blister,Premium Checklane Blister,Tinkatuff,PAL104,Non Holo,US/UK,Included with Tinkaton blister
Paradox Rift,2023-11-03,Stage 1 Blister,Stage 1 Blister,Glimmet,PAL124,Non Holo,US/UK,Included with Glimmora blister
Paradox Rift,2023-11-03,Premium Checklane Blister,Premium Checklane Blister,Deino,PAL138,Non Holo,US/UK,Included with Hydreigon blister
Paradox Rift,2023-11-03,Premium Checklane Blister,Premium Checklane Blister,Zweilous,PAL139,Non Holo,US/UK,Included with Hydreigon blister
Paradox Rift,2023-11-03,Elite Trainer Box,Elite Trainer Box,Scream Tail,SVP065,Black Star Promo,US/UK,
Paradox Rift,2023-11-03,Pokemon Center ETB,Pokemon Center Elite Trainer Box,Scream Tail,SVP065,Pokemon Center Stamp,US/UK,
Paradox Rift,2023-11-03,Elite Trainer Box,Elite Trainer Box,Iron Bundle,SVP066,Black Star Promo,US/UK,
Paradox Rift,2023-11-03,Pokemon Center ETB,Pokemon Center Elite Trainer Box,Iron Bundle,SVP066,Pokemon Center Stamp,US/UK,
Paradox Rift,2023-11-03,Oinkologne ex Box,Collection Box,Lechonk,SVI154,Cosmos Holo,US/UK,Product-exclusive holo treatment
Paradox Rift,2023-11-03,Oinkologne ex Box,Collection Box,Oinkologne ex,SVI158,Holo,US/UK,
Paradox Rift,2023-11-03,Gyarados ex Premium Collection,Premium Collection,Magikarp,SVI044,Parallel Holo,US/UK,
Paradox Rift,2023-11-03,Gyarados ex Premium Collection,Premium Collection,Gyarados ex,SVI225,Holo,US/UK,
Paradox Rift,2023-11-03,Paldea Friends Mini Tin 5-Pack,Mini Tin 5-Pack,Klawf,SVI122,Pixel Cosmos,US/UK,
Paradox Rift,2023-11-03,Paldea Friends Mini Tin 5-Pack,Mini Tin 5-Pack,Gyarados,PAL043,Pixel Cosmos,US/UK,
Paradox Rift,2023-11-03,Paldea Friends Mini Tin 5-Pack,Mini Tin 5-Pack,Luxray,PAL071,Pixel Cosmos,US/UK,Some bundles mistakenly included a second Klawf instead
Paradox Rift,2023-11-03,Paldea Friends Mini Tin 5-Pack,Mini Tin 5-Pack,Orthworm,PAL151,Pixel Cosmos,US/UK,
Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Chi-Yu,SVP057,Black Star Promo,US/UK,Contains two Build & Battle Boxes
Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Iron Bundle,SVP058,Black Star Promo,US/UK,Contains two Build & Battle Boxes
Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Xatu,SVP059,Black Star Promo,US/UK,Contains two Build & Battle Boxes
Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Aegislash,SVP060,Black Star Promo,US/UK,Contains two Build & Battle Boxes
Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Iron Moth,PAR028,Non Holo,US/UK,Deck-exclusive; contains two Build & Battle Boxes
Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Chi-Yu,PAR029,Non Holo,US/UK,Deck-exclusive; contains two Build & Battle Boxes
Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Golisopod,PAR049,Non Holo,US/UK,Deck-exclusive; contains two Build & Battle Boxes
Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Xatu,PAR072,Non Holo,US/UK,Deck-exclusive; contains two Build & Battle Boxes
Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Espathra,PAR081,Non Holo,US/UK,Deck-exclusive; contains two Build & Battle Boxes
Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Aegislash,PAR134,Non Holo,US/UK,Deck-exclusive; contains two Build & Battle Boxes
Paradox Rift,2023-11-17,Roaring Moon ex Box,Collection Box,Roaring Moon ex,SVP067,Black Star Promo,US/UK,
Paradox Rift,2023-11-17,Roaring Moon ex Box,Collection Box,Brute Bonnet,PAR123,Cosmos Holo,US/UK,
Paradox Rift,2023-11-17,Roaring Moon ex Box,Collection Box,Ancient Booster Energy Capsule,PAR159,Cosmos Holo,US/UK,
Paradox Rift,2023-11-17,Iron Valiant ex Box,Collection Box,Iron Valiant ex,SVP068,Black Star Promo,US/UK,
Paradox Rift,2023-11-17,Iron Valiant ex Box,Collection Box,Iron Moth,PAR028,Cosmos Holo,US/UK,
Paradox Rift,2023-11-17,Iron Valiant ex Box,Collection Box,Future Booster Energy Capsule,PAR164,Cosmos Holo,US/UK,
Paradox Rift,2023-11-17,Fall 2023 Collector Chest,Collector Chest,Meowscarada,SVI015,Cosmos Holo,North America,
Paradox Rift,2023-11-17,Fall 2023 Collector Chest,Collector Chest,Meowscarada,SVI015,Starlight Holo,Europe,
Paradox Rift,2023-11-17,Fall 2023 Collector Chest,Collector Chest,Skeledirge,SVI038,Cosmos Holo,North America,
Paradox Rift,2023-11-17,Fall 2023 Collector Chest,Collector Chest,Skeledirge,SVI038,Starlight Holo,Europe,
Paradox Rift,2023-11-17,Fall 2023 Collector Chest,Collector Chest,Quaquaval,SVI054,Cosmos Holo,North America,
Paradox Rift,2023-11-17,Fall 2023 Collector Chest,Collector Chest,Quaquaval,SVI054,Starlight Holo,Europe,
Paradox Rift,2023-11-17,Miraidon ex League Battle Deck,League Battle Deck,Professor's Research,SVI190,Non Holo,US/UK,Rereleased promotional card
Paradox Rift,2023-11-17,Miraidon ex League Battle Deck,League Battle Deck,Boss's Orders,PAL172,Non Holo,US/UK,Rereleased promotional card
Paradox Rift,2024-01-05,Scarlet & Violet Knock Out Collection: Iron Jugulis,Knock Out Collection,Iron Jugulis,PAR158,Pixel Cosmos,US/UK,
Paradox Rift,2024-01-05,Enhanced 2-Pack Blister,2-Pack Blister,Pawmot,PAL076,Reprint,US/UK,
Paldean Fates,2024-01-26,Elite Trainer Box,Elite Trainer Box,Mimikyu,SVP075,Black Star Promo,US/UK,Cut from Paldean Fates during localization
Paldean Fates,2024-01-26,Pokemon Center ETB,Pokemon Center Elite Trainer Box,Mimikyu,SVP075,Pokemon Center Stamp,US/UK,
Paldean Fates,2024-01-26,Tech Sticker Collection,Tech Sticker Collection,Fidough,SVP069,Black Star Promo,US/UK,Cut from Paldean Fates during localization
Paldean Fates,2024-01-26,Tech Sticker Collection,Tech Sticker Collection,Greavard,SVP070,Black Star Promo,US/UK,Cut from Paldean Fates during localization
Paldean Fates,2024-01-26,Tech Sticker Collection,Tech Sticker Collection,Maschiff,SVP071,Black Star Promo,US/UK,Cut from Paldean Fates during localization
Paldean Fates,2024-02-09,Paldean Fates Tin,Tin,Great Tusk ex,SVP072,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
Paldean Fates,2024-02-09,Paldean Fates Tin,Tin,Iron Treads ex,SVP073,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
Paldean Fates,2024-02-09,Paldean Fates Tin,Tin,Charizard ex,SVP074,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
Paldean Fates,2024-02-09,Meowscarada ex Premium Collection,Premium Collection,Sprigatito,SVP076,Black Star Promo,US/UK,Cut from Paldean Fates during localization
Paldean Fates,2024-02-09,Meowscarada ex Premium Collection,Premium Collection,Floragato,SVP077,Black Star Promo,US/UK,Cut from Paldean Fates during localization
Paldean Fates,2024-02-09,Meowscarada ex Premium Collection,Premium Collection,Meowscarada ex,SVP078,Black Star Promo,US/UK,Cut from Paldean Fates during localization
Paldean Fates,2024-02-09,Skeledirge ex Premium Collection,Premium Collection,Fuecoco,SVP079,Black Star Promo,US/UK,Cut from Paldean Fates during localization
Paldean Fates,2024-02-09,Skeledirge ex Premium Collection,Premium Collection,Crocalor,SVP080,Black Star Promo,US/UK,Cut from Paldean Fates during localization
Paldean Fates,2024-02-09,Skeledirge ex Premium Collection,Premium Collection,Skeledirge ex,SVP081,Black Star Promo,US/UK,Cut from Paldean Fates during localization
Paldean Fates,2024-02-09,Quaquaval ex Premium Collection,Premium Collection,Quaxly,SVP082,Black Star Promo,US/UK,Cut from Paldean Fates during localization
Paldean Fates,2024-02-09,Quaquaval ex Premium Collection,Premium Collection,Quaxwell,SVP083,Black Star Promo,US/UK,Cut from Paldean Fates during localization
Paldean Fates,2024-02-09,Quaquaval ex Premium Collection,Premium Collection,Quaquaval ex,SVP084,Black Star Promo,US/UK,Cut from Paldean Fates during localization
Paldean Fates,2024-02-23,Mabosstiff ex Box,Collection Box,Mabosstiff ex,SVP086,Black Star Promo,US/UK,
Paldean Fates,2024-02-23,Mabosstiff ex Box,Collection Box,Maschiff,PAL142,Cosmos Holo,US/UK,
Paldean Fates,2024-02-23,Mabosstiff ex Showcase,Showcase,Mabosstiff ex,SVP086,Black Star Promo,US/UK,
Paldean Fates,2024-02-23,Combined Powers Premium Collection,Premium Collection,Lugia ex,Venusaur Deck 017,Reprint,US/UK,From Pokemon Trading Card Game Classic
Paldean Fates,2024-02-23,Combined Powers Premium Collection,Premium Collection,Sun Seed,Venusaur Deck 027,Reprint,US/UK,From Pokemon Trading Card Game Classic
Paldean Fates,2024-02-23,Combined Powers Premium Collection,Premium Collection,Ho-Oh ex,Charizard Deck 007,Reprint,US/UK,From Pokemon Trading Card Game Classic
Paldean Fates,2024-02-23,Combined Powers Premium Collection,Premium Collection,Scorching Charcoal,Charizard Deck 026,Reprint,US/UK,From Pokemon Trading Card Game Classic
Paldean Fates,2024-02-23,Combined Powers Premium Collection,Premium Collection,Suicune ex,Blastoise Deck 010,Reprint,US/UK,From Pokemon Trading Card Game Classic
Paldean Fates,2024-02-23,Combined Powers Premium Collection,Premium Collection,Mr. Mime,Blastoise Deck 013,Reprint,US/UK,From Pokemon Trading Card Game Classic
Paldean Fates,2024-02-23,Combined Powers Premium Collection,Premium Collection,Drops in the Ocean,Blastoise Deck 021,Reprint,US/UK,From Pokemon Trading Card Game Classic
Paldean Fates,2024-03-01,Paldea Adventure Chest,Collector Chest,Sprigatito ex,SVP087,Black Star Promo,US/UK,
Paldean Fates,2024-03-01,Paldea Adventure Chest,Collector Chest,Pikachu,SVP088,Black Star Promo,US/UK,
Paldean Fates,2024-03-01,Paldea Adventure Chest,Collector Chest,Pawmi,PAL074,Cosmos Holo,US/UK,
Paldean Fates,2024-03-01,Paldea Adventure Chest,Collector Chest,Pawmo,PAL075,Cosmos Holo,US/UK,
Paldean Fates,2024-03-01,Paldea Adventure Chest,Collector Chest,Tandemaus,PAL167,Cosmos Holo,US/UK,
Paldean Fates,2024-03-01,Paldea Adventure Chest,Collector Chest,Pawmot ex,OBF073,Holo,US/UK,
Paldean Fates,2024-03-01,Paldea Adventure Chest,Collector Chest,Maushold ex,PAR155,Holo,US/UK,
Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Feraligatr,SVP089,Black Star Promo,US/UK,One of four possible promo decks
Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Metang,SVP090,Black Star Promo,US/UK,One of four possible promo decks
Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Koraidon,SVP091,Black Star Promo,US/UK,One of four possible promo decks
Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Miraidon,SVP092,Black Star Promo,US/UK,One of four possible promo decks
Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Feraligatr,SVP089,Staff Stamp,US/UK,Prerelease staff variant
Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Metang,SVP090,Staff Stamp,US/UK,Prerelease staff variant
Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Koraidon,SVP091,Staff Stamp,US/UK,Prerelease staff variant
Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Miraidon,SVP092,Staff Stamp,US/UK,Prerelease staff variant
Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Feraligatr,TEF041,Non Holo,US/UK,Deck-exclusive
Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Iron Thorns,TEF062,Non Holo,US/UK,Deck-exclusive
Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Flutter Mane,TEF078,Non Holo,US/UK,Deck-exclusive
Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Relicanth,TEF089,Non Holo,US/UK,Deck-exclusive
Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Koraidon,TEF119,Non Holo,US/UK,Deck-exclusive
Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Miraidon,TEF121,Non Holo,US/UK,Deck-exclusive
Temporal Forces,2024-03-22,Single Pack Blister,Single Pack Blister,Carvanha,SVP093,Cosmos Holo,US/UK,
Temporal Forces,2024-03-22,Single Pack Blister,Single Pack Blister,Bellibolt,SVP094,Cosmos Holo,US/UK,
Temporal Forces,2024-03-22,3-Pack Blister,Three Pack Blister,Cleffa,SVP095,Cosmos Holo,US/UK,
Temporal Forces,2024-03-22,3-Pack Blister,Three Pack Blister,Cyclizar,SVP096,Cosmos Holo,US/UK,
Temporal Forces,2024-03-22,Premium Checklane Blister,Premium Checklane Blister,Baxcalibur,PAL060,Cosmos Holo,US/UK,
Temporal Forces,2024-03-22,Stage 1 Blister,Stage 1 Blister,Scovillain,OBF025,Cosmos Holo,US/UK,
Temporal Forces,2024-03-22,Stage 1 Blister,Stage 1 Blister,Palafin,OBF062,Cosmos Holo,US/UK,
Temporal Forces,2024-03-22,Premium Checklane Blister,Premium Checklane Blister,Togekiss,OBF085,Cosmos Holo,US/UK,
Temporal Forces,2024-03-22,Premium Checklane Blister,Premium Checklane Blister,Frigibax,PAL058,Non Holo,US/UK,Included with Baxcalibur blister
Temporal Forces,2024-03-22,Premium Checklane Blister,Premium Checklane Blister,Arctibax,PAL059,Non Holo,US/UK,Included with Baxcalibur blister
Temporal Forces,2024-03-22,Stage 1 Blister,Stage 1 Blister,Capsakid,OBF024,Non Holo,US/UK,Included with Scovillain blister
Temporal Forces,2024-03-22,Stage 1 Blister,Stage 1 Blister,Finizen,OBF060,Non Holo,US/UK,Included with Palafin blister
Temporal Forces,2024-03-22,Premium Checklane Blister,Premium Checklane Blister,Togepi,OBF083,Non Holo,US/UK,Included with Togekiss blister
Temporal Forces,2024-03-22,Premium Checklane Blister,Premium Checklane Blister,Togetic,OBF084,Non Holo,US/UK,Included with Togekiss blister
Temporal Forces,2024-03-22,Elite Trainer Box,Elite Trainer Box,Flutter Mane,SVP097,Black Star Promo,US/UK,Walking Wake box
Temporal Forces,2024-03-22,Pokemon Center ETB,Pokemon Center Elite Trainer Box,Flutter Mane,SVP097,Pokemon Center Stamp,US/UK,Walking Wake box
Temporal Forces,2024-03-22,Elite Trainer Box,Elite Trainer Box,Iron Thorns,SVP098,Black Star Promo,US/UK,Iron Leaves box
Temporal Forces,2024-03-22,Pokemon Center ETB,Pokemon Center Elite Trainer Box,Iron Thorns,SVP098,Pokemon Center Stamp,US/UK,Iron Leaves box
Temporal Forces,2024-03-22,Ninetales & Zapdos ex Deluxe Battle Decks,Deluxe Battle Deck,Hawlucha,SVI118,Non Holo,US/UK,Exclusive promotional card; exact deck mapping to verify
Temporal Forces,2024-03-22,Ninetales & Zapdos ex Deluxe Battle Decks,Deluxe Battle Deck,Pawmot,SVI076,Non Holo,US/UK,Rereleased promotional card; exact deck mapping to verify
Temporal Forces,2024-03-22,Ninetales & Zapdos ex Deluxe Battle Decks,Deluxe Battle Deck,Professor's Research,SVI189,Non Holo,US/UK,Rereleased promotional card; exact deck mapping to verify
Temporal Forces,2024-03-22,Ninetales & Zapdos ex Deluxe Battle Decks,Deluxe Battle Deck,Boss's Orders,PAL172,Non Holo,US/UK,Rereleased promotional card; exact deck mapping to verify
Temporal Forces,2024-04-05,Grafaiai ex Box,Collection Box,Shroodle,SVP099,Cosmos Holo,US/UK,
Temporal Forces,2024-04-05,Grafaiai ex Box,Collection Box,Grafaiai ex,SVP100,Black Star Promo,US/UK,
Temporal Forces,2024-04-05,Houndoom ex Battle Deck,ex Battle Deck,Houndoom ex,SVP103,Black Star Promo,US/UK,
Temporal Forces,2024-04-05,Melmetal ex Battle Deck,ex Battle Deck,Melmetal ex,SVP104,Black Star Promo,US/UK,
Temporal Forces,2024-04-05,Houndoom & Melmetal ex Battle Decks,ex Battle Deck,Orthworm,PAL151,Non Holo,US/UK,Exact deck mapping to verify
Temporal Forces,2024-04-05,Houndoom & Melmetal ex Battle Decks,ex Battle Deck,Morpeko,PAR121,Non Holo,US/UK,Exact deck mapping to verify
Temporal Forces,2024-04-05,Houndoom & Melmetal ex Battle Decks,ex Battle Deck,Lokix,PAR122,Non Holo,US/UK,Exact deck mapping to verify
Temporal Forces,2024-04-05,Houndoom & Melmetal ex Battle Decks,ex Battle Deck,Zacian,PAR136,Non Holo,US/UK,Exact deck mapping to verify
Temporal Forces,2024-04-05,Houndoom & Melmetal ex Battle Decks,ex Battle Deck,Revavroom,SVI142,Non Holo,US/UK,Rereleased promotional card; exact deck mapping to verify
Temporal Forces,2024-04-05,Iono Premium Tournament Collection,Premium Tournament Collection,Iono,SVP124,Black Star Promo,US/UK,Full Art print
Temporal Forces,2024-04-05,Iono Premium Tournament Collection,Premium Tournament Collection,Iono,PAL185,Cosmos Holo Iono Zone Stamp,US/UK,Three copies included
Temporal Forces,2024-04-11,Enhanced 2-Pack Blister,2-Pack Blister,Baxcalibur,PAL060,Cosmos Holo,US/UK,Palafin Baxcalibur and Garganacl blister
Temporal Forces,2024-04-11,Enhanced 2-Pack Blister,2-Pack Blister,Garganacl,PAL123,Cosmos Holo,US/UK,Palafin Baxcalibur and Garganacl blister
Temporal Forces,2024-04-11,Enhanced 2-Pack Blister,2-Pack Blister,Palafin,OBF062,Cosmos Holo,US/UK,Palafin Baxcalibur and Garganacl blister
Temporal Forces,2024-04-19,Armarouge ex Premium Collection,Premium Collection,Armarouge ex,SVP125,Black Star Promo,US/UK,Alternate artwork
Temporal Forces,2024-04-19,Armarouge ex Premium Collection,Premium Collection,Ceruledge,PAL098,Cosmos Holo,US/UK,
Temporal Forces,2024-04-19,Armarouge ex Premium Collection,Premium Collection,Charcadet,PAR026,Cosmos Holo,US/UK,
Temporal Forces,2024-04-19,Gardevoir ex League Battle Deck,League Battle Deck,Professor's Research,SVI189,Non Holo,US/UK,Rereleased promotional card
Temporal Forces,2024-04-19,Gardevoir ex League Battle Deck,League Battle Deck,Boss's Orders,PAL172,Non Holo,US/UK,Rereleased promotional card
Temporal Forces,,Triple Whammy Tin,Tin,Spiritomb,SVI129,Cosmos Holo,US/UK,Australia early May 2024; North America early October 2024
Temporal Forces,,Triple Whammy Tin,Tin,Larvitar,PAL110,Cosmos Holo,US/UK,Australia early May 2024; North America early October 2024
Temporal Forces,,Triple Whammy Tin,Tin,Pupitar,PAL111,Cosmos Holo,US/UK,Australia early May 2024; North America early October 2024
Temporal Forces,,Triple Whammy Tin,Tin,Tyranitar,PAL135,Cosmos Holo,US/UK,Australia early May 2024; North America early October 2024
Temporal Forces,,Triple Whammy Tin,Tin,Sableye,PAL136,Cosmos Holo,US/UK,Australia early May 2024; North America early October 2024
Temporal Forces,,Triple Whammy Tin,Tin,Slakoth,PAL160,Cosmos Holo,US/UK,Australia early May 2024; North America early October 2024
Temporal Forces,,Triple Whammy Tin,Tin,Vigoroth,PAL161,Cosmos Holo,US/UK,Australia early May 2024; North America early October 2024
Temporal Forces,,Triple Whammy Tin,Tin,Slaking,PAL162,Cosmos Holo,US/UK,Australia early May 2024; North America early October 2024
Temporal Forces,,Triple Whammy Tin,Tin,Darkrai,OBF136,Cosmos Holo,US/UK,Australia early May 2024; North America early October 2024
Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Picnicker,SVP114,Non Holo,US/UK,One of five possible promo decks
Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Thwackey,SVP115,Black Star Promo,US/UK,One of five possible promo decks
Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Infernape,SVP116,Black Star Promo,US/UK,One of five possible promo decks
Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Froslass,SVP117,Black Star Promo,US/UK,One of five possible promo decks
Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Tatsugiri,SVP118,Black Star Promo,US/UK,One of five possible promo decks
Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Thwackey,SVP115,Staff Stamp,US/UK,Prerelease staff variant
Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Infernape,SVP116,Staff Stamp,US/UK,Prerelease staff variant
Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Froslass,SVP117,Staff Stamp,US/UK,Prerelease staff variant
Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Tatsugiri,SVP118,Staff Stamp,US/UK,Prerelease staff variant
Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Infernape,TWM033,Non Holo,US/UK,Deck-exclusive
Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Froslass,TWM053,Non Holo,US/UK,Deck-exclusive
Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Munkidori,TWM095,Non Holo,US/UK,Deck-exclusive
Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Fezandipiti,TWM096,Non Holo,US/UK,Deck-exclusive
Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Okidogi,TWM111,Non Holo,US/UK,Deck-exclusive
Twilight Masquerade,2024-05-24,Single Pack Blister,Single Pack Blister,Toxel,SVP119,Cosmos Holo,US/UK,
Twilight Masquerade,2024-05-24,Single Pack Blister,Single Pack Blister,Pupitar,SVP120,Cosmos Holo,US/UK,
Twilight Masquerade,2024-05-24,3-Pack Blister,Three Pack Blister,Revavroom,SVP121,Cosmos Holo,US/UK,
Twilight Masquerade,2024-05-24,3-Pack Blister,Three Pack Blister,Snorlax,SVP122,Cosmos Holo,US/UK,
Twilight Masquerade,2024-05-24,Premium Checklane Blister,Premium Checklane Blister,Kingdra,PAR032,Cosmos Holo,US/UK,
Twilight Masquerade,2024-05-24,Stage 1 Blister,Stage 1 Blister,Lokix,PAR122,Cosmos Holo,US/UK,
Twilight Masquerade,2024-05-24,Stage 1 Blister,Stage 1 Blister,Steelix,PAR125,Cosmos Holo,US/UK,
Twilight Masquerade,2024-05-24,Premium Checklane Blister,Premium Checklane Blister,Porygon-Z,PAR144,Cosmos Holo,US/UK,
Twilight Masquerade,2024-05-24,Stage 1 Blister,Stage 1 Blister,Nymble,PAR014,Non Holo,US/UK,Included with Lokix blister
Twilight Masquerade,2024-05-24,Premium Checklane Blister,Premium Checklane Blister,Horsea,PAR030,Non Holo,US/UK,Included with Kingdra blister
Twilight Masquerade,2024-05-24,Premium Checklane Blister,Premium Checklane Blister,Seadra,PAR031,Non Holo,US/UK,Included with Kingdra blister
Twilight Masquerade,2024-05-24,Stage 1 Blister,Stage 1 Blister,Onix,PAR090,Non Holo,US/UK,Included with Steelix blister
Twilight Masquerade,2024-05-24,Premium Checklane Blister,Premium Checklane Blister,Porygon,PAR142,Non Holo,US/UK,Included with Porygon-Z blister
Twilight Masquerade,2024-05-24,Premium Checklane Blister,Premium Checklane Blister,Porygon2,PAR143,Non Holo,US/UK,Included with Porygon-Z blister
Twilight Masquerade,2024-05-24,Elite Trainer Box,Elite Trainer Box,Teal Mask Ogerpon,SVP123,Black Star Promo,US/UK,
Twilight Masquerade,2024-05-24,Pokemon Center ETB,Pokemon Center Elite Trainer Box,Teal Mask Ogerpon,SVP123,Pokemon Center Stamp,US/UK,
Twilight Masquerade,2024-05-24,Paradox Clash Tin,Tin,Walking Wake ex,SVP127,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
Twilight Masquerade,2024-05-24,Paradox Clash Tin,Tin,Iron Leaves ex,SVP128,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Armarouge ex,SVP105,Black Star Promo,US/UK,
Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Pikachu ex,SVP106,Black Star Promo,US/UK,
