Source Row,Release Set,Release Date,Product,Product Type,Card Name,Card Number,Variant,Region,Notes
placeholders.csv:306,Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Metang,SVP090,Staff Stamp,US/UK,Prerelease staff variant
placeholders.csv:307,Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Koraidon,SVP091,Staff Stamp,US/UK,Prerelease staff variant
placeholders.csv:308,Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Miraidon,SVP092,Staff Stamp,US/UK,Prerelease staff variant
placeholders.csv:309,Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Feraligatr,TEF041,Non Holo,US/UK,Deck-exclusive
placeholders.csv:310,Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Iron Thorns,TEF062,Non Holo,US/UK,Deck-exclusive
placeholders.csv:311,Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Flutter Mane,TEF078,Non Holo,US/UK,Deck-exclusive
placeholders.csv:312,Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Relicanth,TEF089,Non Holo,US/UK,Deck-exclusive
placeholders.csv:313,Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Koraidon,TEF119,Non Holo,US/UK,Deck-exclusive
placeholders.csv:314,Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Miraidon,TEF121,Non Holo,US/UK,Deck-exclusive
placeholders.csv:315,Temporal Forces,2024-03-22,Single Pack Blister,Single Pack Blister,Carvanha,SVP093,Cosmos Holo,US/UK,
placeholders.csv:316,Temporal Forces,2024-03-22,Single Pack Blister,Single Pack Blister,Bellibolt,SVP094,Cosmos Holo,US/UK,
placeholders.csv:317,Temporal Forces,2024-03-22,3-Pack Blister,Three Pack Blister,Cleffa,SVP095,Cosmos Holo,US/UK,
placeholders.csv:318,Temporal Forces,2024-03-22,3-Pack Blister,Three Pack Blister,Cyclizar,SVP096,Cosmos Holo,US/UK,
placeholders.csv:319,Temporal Forces,2024-03-22,Premium Checklane Blister,Premium Checklane Blister,Baxcalibur,PAL060,Cosmos Holo,US/UK,
placeholders.csv:320,Temporal Forces,2024-03-22,Stage 1 Blister,Stage 1 Blister,Scovillain,OBF025,Cosmos Holo,US/UK,
placeholders.csv:321,Temporal Forces,2024-03-22,Stage 1 Blister,Stage 1 Blister,Palafin,OBF062,Cosmos Holo,US/UK,
placeholders.csv:322,Temporal Forces,2024-03-22,Premium Checklane Blister,Premium Checklane Blister,Togekiss,OBF085,Cosmos Holo,US/UK,
placeholders.csv:323,Temporal Forces,2024-03-22,Premium Checklane Blister,Premium Checklane Blister,Frigibax,PAL058,Non Holo,US/UK,Included with Baxcalibur blister
placeholders.csv:324,Temporal Forces,2024-03-22,Premium Checklane Blister,Premium Checklane Blister,Arctibax,PAL059,Non Holo,US/UK,Included with Baxcalibur blister
placeholders.csv:325,Temporal Forces,2024-03-22,Stage 1 Blister,Stage 1 Blister,Capsakid,OBF024,Non Holo,US/UK,Included with Scovillain blister
placeholders.csv:326,Temporal Forces,2024-03-22,Stage 1 Blister,Stage 1 Blister,Finizen,OBF060,Non Holo,US/UK,Included with Palafin blister
placeholders.csv:327,Temporal Forces,2024-03-22,Premium Checklane Blister,Premium Checklane Blister,Togepi,OBF083,Non Holo,US/UK,Included with Togekiss blister
placeholders.csv:328,Temporal Forces,2024-03-22,Premium Checklane Blister,Premium Checklane Blister,Togetic,OBF084,Non Holo,US/UK,Included with Togekiss blister
placeholders.csv:329,Temporal Forces,2024-03-22,Elite Trainer Box,Elite Trainer Box,Flutter Mane,SVP097,Black Star Promo,US/UK,Walking Wake box
placeholders.csv:330,Temporal Forces,2024-03-22,Pokemon Center ETB,Pokemon Center Elite Trainer Box,Flutter Mane,SVP097,Pokemon Center Stamp,US/UK,Walking Wake box
placeholders.csv:331,Temporal Forces,2024-03-22,Elite Trainer Box,Elite Trainer Box,Iron Thorns,SVP098,Black Star Promo,US/UK,Iron Leaves box
placeholders.csv:332,Temporal Forces,2024-03-22,Pokemon Center ETB,Pokemon Center Elite Trainer Box,Iron Thorns,SVP098,Pokemon Center Stamp,US/UK,Iron Leaves box
placeholders.csv:333,Temporal Forces,2024-03-22,Ninetales & Zapdos ex Deluxe Battle Decks,Deluxe Battle Deck,Hawlucha,SVI118,Non Holo,US/UK,Exclusive promotional card; exact deck mapping to verify
placeholders.csv:334,Temporal Forces,2024-03-22,Ninetales & Zapdos ex Deluxe Battle Decks,Deluxe Battle Deck,Pawmot,SVI076,Non Holo,US/UK,Rereleased promotional card; exact deck mapping to verify
placeholders.csv:335,Temporal Forces,2024-03-22,Ninetales & Zapdos ex Deluxe Battle Decks,Deluxe Battle Deck,Professor's Research,SVI189,Non Holo,US/UK,Rereleased promotional card; exact deck mapping to verify
placeholders.csv:336,Temporal Forces,2024-03-22,Ninetales & Zapdos ex Deluxe Battle Decks,Deluxe Battle Deck,Boss's Orders,PAL172,Non Holo,US/UK,Rereleased promotional card; exact deck mapping to verify
placeholders.csv:337,Temporal Forces,2024-04-05,Grafaiai ex Box,Collection Box,Shroodle,SVP099,Cosmos Holo,US/UK,
placeholders.csv:338,Temporal Forces,2024-04-05,Grafaiai ex Box,Collection Box,Grafaiai ex,SVP100,Black Star Promo,US/UK,
placeholders.csv:339,Temporal Forces,2024-04-05,Houndoom ex Battle Deck,ex Battle Deck,Houndoom ex,SVP103,Black Star Promo,US/UK,
placeholders.csv:340,Temporal Forces,2024-04-05,Melmetal ex Battle Deck,ex Battle Deck,Melmetal ex,SVP104,Black Star Promo,US/UK,
placeholders.csv:341,Temporal Forces,2024-04-05,Houndoom & Melmetal ex Battle Decks,ex Battle Deck,Orthworm,PAL151,Non Holo,US/UK,Exact deck mapping to verify
placeholders.csv:342,Temporal Forces,2024-04-05,Houndoom & Melmetal ex Battle Decks,ex Battle Deck,Morpeko,PAR121,Non Holo,US/UK,Exact deck mapping to verify
placeholders.csv:343,Temporal Forces,2024-04-05,Houndoom & Melmetal ex Battle Decks,ex Battle Deck,Lokix,PAR122,Non Holo,US/UK,Exact deck mapping to verify
placeholders.csv:344,Temporal Forces,2024-04-05,Houndoom & Melmetal ex Battle Decks,ex Battle Deck,Zacian,PAR136,Non Holo,US/UK,Exact deck mapping to verify
placeholders.csv:345,Temporal Forces,2024-04-05,Houndoom & Melmetal ex Battle Decks,ex Battle Deck,Revavroom,SVI142,Non Holo,US/UK,Rereleased promotional card; exact deck mapping to verify
placeholders.csv:346,Temporal Forces,2024-04-05,Iono Premium Tournament Collection,Premium Tournament Collection,Iono,SVP124,Black Star Promo,US/UK,Full Art print
placeholders.csv:347,Temporal Forces,2024-04-05,Iono Premium Tournament Collection,Premium Tournament Collection,Iono,PAL185,Cosmos Holo Iono Zone Stamp,US/UK,Three copies included
placeholders.csv:348,Temporal Forces,2024-04-11,Enhanced 2-Pack Blister,2-Pack Blister,Baxcalibur,PAL060,Cosmos Holo,US/UK,Palafin Baxcalibur and Garganacl blister
placeholders.csv:349,Temporal Forces,2024-04-11,Enhanced 2-Pack Blister,2-Pack Blister,Garganacl,PAL123,Cosmos Holo,US/UK,Palafin Baxcalibur and Garganacl blister
placeholders.csv:350,Temporal Forces,2024-04-11,Enhanced 2-Pack Blister,2-Pack Blister,Palafin,OBF062,Cosmos Holo,US/UK,Palafin Baxcalibur and Garganacl blister
placeholders.csv:351,Temporal Forces,2024-04-19,Armarouge ex Premium Collection,Premium Collection,Armarouge ex,SVP125,Black Star Promo,US/UK,Alternate artwork
placeholders.csv:352,Temporal Forces,2024-04-19,Armarouge ex Premium Collection,Premium Collection,Ceruledge,PAL098,Cosmos Holo,US/UK,
placeholders.csv:353,Temporal Forces,2024-04-19,Armarouge ex Premium Collection,Premium Collection,Charcadet,PAR026,Cosmos Holo,US/UK,
placeholders.csv:354,Temporal Forces,2024-04-19,Gardevoir ex League Battle Deck,League Battle Deck,Professor's Research,SVI189,Non Holo,US/UK,Rereleased promotional card
placeholders.csv:355,Temporal Forces,2024-04-19,Gardevoir ex League Battle Deck,League Battle Deck,Boss's Orders,PAL172,Non Holo,US/UK,Rereleased promotional card
placeholders.csv:356,Temporal Forces,,Triple Whammy Tin,Tin,Spiritomb,SVI129,Cosmos Holo,US/UK,Australia early May 2024; North America early October 2024
placeholders.csv:357,Temporal Forces,,Triple Whammy Tin,Tin,Larvitar,PAL110,Cosmos Holo,US/UK,Australia early May 2024; North America early October 2024
placeholders.csv:358,Temporal Forces,,Triple Whammy Tin,Tin,Pupitar,PAL111,Cosmos Holo,US/UK,Australia early May 2024; North America early October 2024
placeholders.csv:359,Temporal Forces,,Triple Whammy Tin,Tin,Tyranitar,PAL135,Cosmos Holo,US/UK,Australia early May 2024; North America early October 2024
placeholders.csv:360,Temporal Forces,,Triple Whammy Tin,Tin,Sableye,PAL136,Cosmos Holo,US/UK,Australia early May 2024; North America early October 2024
placeholders.csv:361,Temporal Forces,,Triple Whammy Tin,Tin,Slakoth,PAL160,Cosmos Holo,US/UK,Australia early May 2024; North America early October 2024
placeholders.csv:362,Temporal Forces,,Triple Whammy Tin,Tin,Vigoroth,PAL161,Cosmos Holo,US/UK,Australia early May 2024; North America early October 2024
placeholders.csv:363,Temporal Forces,,Triple Whammy Tin,Tin,Slaking,PAL162,Cosmos Holo,US/UK,Australia early May 2024; North America early October 2024
placeholders.csv:364,Temporal Forces,,Triple Whammy Tin,Tin,Darkrai,OBF136,Cosmos Holo,US/UK,Australia early May 2024; North America early October 2024
placeholders.csv:365,Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Picnicker,SVP114,Non Holo,US/UK,One of five possible promo decks
placeholders.csv:366,Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Thwackey,SVP115,Black Star Promo,US/UK,One of five possible promo decks
placeholders.csv:367,Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Infernape,SVP116,Black Star Promo,US/UK,One of five possible promo decks
placeholders.csv:368,Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Froslass,SVP117,Black Star Promo,US/UK,One of five possible promo decks
placeholders.csv:369,Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Tatsugiri,SVP118,Black Star Promo,US/UK,One of five possible promo decks
placeholders.csv:370,Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Thwackey,SVP115,Staff Stamp,US/UK,Prerelease staff variant
placeholders.csv:371,Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Infernape,SVP116,Staff Stamp,US/UK,Prerelease staff variant
placeholders.csv:372,Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Froslass,SVP117,Staff Stamp,US/UK,Prerelease staff variant
placeholders.csv:373,Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Tatsugiri,SVP118,Staff Stamp,US/UK,Prerelease staff variant
placeholders.csv:374,Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Infernape,TWM033,Non Holo,US/UK,Deck-exclusive
placeholders.csv:375,Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Froslass,TWM053,Non Holo,US/UK,Deck-exclusive
placeholders.csv:376,Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Munkidori,TWM095,Non Holo,US/UK,Deck-exclusive
placeholders.csv:377,Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Fezandipiti,TWM096,Non Holo,US/UK,Deck-exclusive
placeholders.csv:378,Twilight Masquerade,2024-05-11,Build & Battle Box,Build & Battle Box,Okidogi,TWM111,Non Holo,US/UK,Deck-exclusive
placeholders.csv:379,Twilight Masquerade,2024-05-24,Single Pack Blister,Single Pack Blister,Toxel,SVP119,Cosmos Holo,US/UK,
placeholders.csv:380,Twilight Masquerade,2024-05-24,Single Pack Blister,Single Pack Blister,Pupitar,SVP120,Cosmos Holo,US/UK,
placeholders.csv:381,Twilight Masquerade,2024-05-24,3-Pack Blister,Three Pack Blister,Revavroom,SVP121,Cosmos Holo,US/UK,
placeholders.csv:382,Twilight Masquerade,2024-05-24,3-Pack Blister,Three Pack Blister,Snorlax,SVP122,Cosmos Holo,US/UK,
placeholders.csv:383,Twilight Masquerade,2024-05-24,Premium Checklane Blister,Premium Checklane Blister,Kingdra,PAR032,Cosmos Holo,US/UK,
placeholders.csv:384,Twilight Masquerade,2024-05-24,Stage 1 Blister,Stage 1 Blister,Lokix,PAR122,Cosmos Holo,US/UK,
placeholders.csv:385,Twilight Masquerade,2024-05-24,Stage 1 Blister,Stage 1 Blister,Steelix,PAR125,Cosmos Holo,US/UK,
placeholders.csv:386,Twilight Masquerade,2024-05-24,Premium Checklane Blister,Premium Checklane Blister,Porygon-Z,PAR144,Cosmos Holo,US/UK,
placeholders.csv:387,Twilight Masquerade,2024-05-24,Stage 1 Blister,Stage 1 Blister,Nymble,PAR014,Non Holo,US/UK,Included with Lokix blister
placeholders.csv:388,Twilight Masquerade,2024-05-24,Premium Checklane Blister,Premium Checklane Blister,Horsea,PAR030,Non Holo,US/UK,Included with Kingdra blister
placeholders.csv:389,Twilight Masquerade,2024-05-24,Premium Checklane Blister,Premium Checklane Blister,Seadra,PAR031,Non Holo,US/UK,Included with Kingdra blister
placeholders.csv:390,Twilight Masquerade,2024-05-24,Stage 1 Blister,Stage 1 Blister,Onix,PAR090,Non Holo,US/UK,Included with Steelix blister
placeholders.csv:391,Twilight Masquerade,2024-05-24,Premium Checklane Blister,Premium Checklane Blister,Porygon,PAR142,Non Holo,US/UK,Included with Porygon-Z blister
placeholders.csv:392,Twilight Masquerade,2024-05-24,Premium Checklane Blister,Premium Checklane Blister,Porygon2,PAR143,Non Holo,US/UK,Included with Porygon-Z blister
placeholders.csv:393,Twilight Masquerade,2024-05-24,Elite Trainer Box,Elite Trainer Box,Teal Mask Ogerpon,SVP123,Black Star Promo,US/UK,
placeholders.csv:394,Twilight Masquerade,2024-05-24,Pokemon Center ETB,Pokemon Center Elite Trainer Box,Teal Mask Ogerpon,SVP123,Pokemon Center Stamp,US/UK,
placeholders.csv:395,Twilight Masquerade,2024-05-24,Paradox Clash Tin,Tin,Walking Wake ex,SVP127,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
placeholders.csv:396,Twilight Masquerade,2024-05-24,Paradox Clash Tin,Tin,Iron Leaves ex,SVP128,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
placeholders.csv:397,Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Armarouge ex,SVP105,Black Star Promo,US/UK,
placeholders.csv:398,Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Pikachu ex,SVP106,Black Star Promo,US/UK,
placeholders.csv:399,Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Mareep,SVP107,Black Star Promo,US/UK,
placeholders.csv:400,Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Flaaffy,SVP108,Black Star Promo,US/UK,
placeholders.csv:401,Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Ampharos,SVP109,Black Star Promo,US/UK,
placeholders.csv:402,Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Darkrai ex,SVP110,Black Star Promo,US/UK,
placeholders.csv:403,Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Pawniard,SVP111,Black Star Promo,US/UK,
placeholders.csv:404,Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Bisharp,SVP112,Black Star Promo,US/UK,
placeholders.csv:405,Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Kingambit,SVP113,Black Star Promo,US/UK,
placeholders.csv:406,Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Picnicker,SVP114,Black Star Promo,US/UK,
placeholders.csv:407,Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Miraidon,SVP148,Black Star Promo,US/UK,
placeholders.csv:408,Twilight Masquerade,2024-06-21,Palafin ex Box,Collection Box,Palafin ex,SVP126,Black Star Promo,US/UK,
placeholders.csv:409,Twilight Masquerade,2024-06-21,Palafin ex Box,Collection Box,Finizen,TWM059,Cosmos Holo,US/UK,
placeholders.csv:410,Twilight Masquerade,2024-06-21,Palafin ex Box,Collection Box,Palafin,TWM060,Cosmos Holo,US/UK,
placeholders.csv:411,Twilight Masquerade,2024-07-05,Collector Chest (Back-to-School 2024),Collector Chest,Scream Tail,TEF077,Cosmos Holo,US/UK,
placeholders.csv:412,Twilight Masquerade,2024-07-05,Collector Chest (Back-to-School 2024),Collector Chest,Iron Valiant,TEF079,Cosmos Holo,US/UK,
placeholders.csv:413,Twilight Masquerade,2024-07-12,Victini ex Battle Deck,ex Battle Deck,Victini ex,SVP142,Black Star Promo,US/UK,
placeholders.csv:414,Twilight Masquerade,2024-07-12,Miraidon ex Battle Deck,ex Battle Deck,Miraidon ex,SVP143,Black Star Promo,US/UK,
placeholders.csv:415,Twilight Masquerade,2024-07-12,Victini & Miraidon ex Battle Decks,ex Battle Deck,Skeledirge,SVI038,Non Holo,US/UK,Exact deck mapping to verify
placeholders.csv:416,Twilight Masquerade,2024-07-12,Victini & Miraidon ex Battle Decks,ex Battle Deck,Magmortar,PAF010,Non Holo,US/UK,Exact deck mapping to verify
placeholders.csv:417,Twilight Masquerade,2024-07-12,Victini & Miraidon ex Battle Decks,ex Battle Deck,Raichu,PAF019,Non Holo,US/UK,Exact deck mapping to verify
placeholders.csv:418,Twilight Masquerade,2024-07-12,Victini & Miraidon ex Battle Decks,ex Battle Deck,Cyclizar,SVI164,Non Holo,US/UK,Rereleased promotional card; exact deck mapping to verify
placeholders.csv:419,Shrouded Fable,2024-08-02,Kingambit Illustration Collection,Illustration Collection,Kingambit,SVP130,Black Star Promo,US/UK,
placeholders.csv:420,Shrouded Fable,2024-08-02,Kingambit Illustration Collection,Illustration Collection,Pawniard,OBF148,Cosmos Holo,US/UK,
placeholders.csv:421,Shrouded Fable,2024-08-02,Kingambit Illustration Collection,Illustration Collection,Bisharp,OBF149,Cosmos Holo,US/UK,
placeholders.csv:422,Shrouded Fable,2024-08-02,Kingdra ex Special Illustration Collection,Special Illustration Collection,Kingdra ex,SVP131,Black Star Promo,US/UK,
placeholders.csv:423,Shrouded Fable,2024-08-02,Kingdra ex Special Illustration Collection,Special Illustration Collection,Horsea,SFA010,Cosmos Holo,US/UK,
placeholders.csv:424,Shrouded Fable,2024-08-02,Kingdra ex Special Illustration Collection,Special Illustration Collection,Seadra,SFA011,Cosmos Holo,US/UK,
placeholders.csv:425,Shrouded Fable,2024-08-02,Greninja ex Special Illustration Collection,Special Illustration Collection,Greninja ex,SVP132,Black Star Promo,US/UK,
placeholders.csv:426,Shrouded Fable,2024-08-02,Greninja ex Special Illustration Collection,Special Illustration Collection,Froakie,OBF056,Cosmos Holo,US/UK,
placeholders.csv:427,Shrouded Fable,2024-08-02,Greninja ex Special Illustration Collection,Special Illustration Collection,Frogadier,OBF057,Cosmos Holo,US/UK,
placeholders.csv:428,Shrouded Fable,2024-08-02,Three-Booster Pack and Promo Card Blister,Blister,Pecharunt,SVP149,Black Star Promo,US/UK,
placeholders.csv:429,Shrouded Fable,2024-08-02,Espathra Two Pack Blister,2-Pack Blister,Espathra,PAR081,Cosmos Holo,US/UK,
placeholders.csv:430,Shrouded Fable,2024-08-16,Tera Brawlers Premium Collection,Premium Collection,Dedenne ex,PAL093,Reprint,US/UK,GameStop exclusive
placeholders.csv:431,Shrouded Fable,2024-08-16,Tera Brawlers Premium Collection,Premium Collection,Charizard ex,OBF125,Reprint,US/UK,GameStop exclusive
placeholders.csv:432,Shrouded Fable,2024-08-16,Tera Brawlers Premium Collection,Premium Collection,Dragonite ex,OBF159,Reprint,US/UK,GameStop exclusive
placeholders.csv:433,Shrouded Fable,2024-08-16,Tera Brawlers Premium Collection,Premium Collection,Greedent ex,OBF179,Reprint,US/UK,GameStop exclusive
placeholders.csv:434,Shrouded Fable,2024-08-16,Tera Brawlers Premium Collection,Premium Collection,Skeledirge ex,PAR137,Reprint,US/UK,GameStop exclusive
placeholders.csv:435,Shrouded Fable,2024-08-16,Tera Team Premium Collection,Premium Collection,Arcanine ex,SVI032,Reprint,US/UK,
placeholders.csv:436,Shrouded Fable,2024-08-16,Tera Team Premium Collection,Premium Collection,Espathra ex,PAF006,Reprint,US/UK,
placeholders.csv:437,Shrouded Fable,2024-08-16,Tera Team Premium Collection,Premium Collection,Garchomp ex,PAR038,Reprint,US/UK,
placeholders.csv:438,Shrouded Fable,2024-08-16,Tera Team Premium Collection,Premium Collection,Mewtwo ex,PAR058,Reprint,US/UK,
placeholders.csv:439,Shrouded Fable,2024-08-16,Tera Team Premium Collection,Premium Collection,Hoopa ex,PAR098,Reprint,US/UK,
placeholders.csv:440,Shrouded Fable,2024-08-23,Elite Trainer Box,Elite Trainer Box,Pecharunt,SVP129,Black Star Promo,US/UK,
placeholders.csv:441,Shrouded Fable,2024-08-23,Pokemon Center ETB,Pokemon Center Elite Trainer Box,Pecharunt,SVP129,Pokemon Center Stamp,US/UK,
placeholders.csv:442,Shrouded Fable,2024-08-23,Holiday Calendar 2024,Holiday Calendar,Cetoddle,PAL053,Cosmos Holo Snowflake Stamp,US/UK,
placeholders.csv:443,Shrouded Fable,2024-08-23,Holiday Calendar 2024,Holiday Calendar,Frigibax,PAL058,Cosmos Holo Snowflake Stamp,US/UK,
placeholders.csv:444,Shrouded Fable,2024-08-23,Holiday Calendar 2024,Holiday Calendar,Chien-Pao ex,PAL061,Snowflake Stamp,US/UK,
placeholders.csv:445,Shrouded Fable,2024-08-23,Holiday Calendar 2024,Holiday Calendar,Pikachu ex,PAL063,Snowflake Stamp,US/UK,
placeholders.csv:446,Shrouded Fable,2024-08-23,Holiday Calendar 2024,Holiday Calendar,Eiscue ex,OBF042,Snowflake Stamp,US/UK,
placeholders.csv:447,Shrouded Fable,2024-08-23,Holiday Calendar 2024,Holiday Calendar,Snorunt,PAR037,Cosmos Holo Snowflake Stamp,US/UK,
placeholders.csv:448,Shrouded Fable,2024-08-23,Holiday Calendar 2024,Holiday Calendar,Vanilluxe,PAR045,Cosmos Holo Snowflake Stamp,US/UK,
placeholders.csv:449,Shrouded Fable,2024-08-23,Holiday Calendar 2024,Holiday Calendar,Iron Bundle,TWM062,Cosmos Holo Snowflake Stamp,US/UK,
placeholders.csv:450,Shrouded Fable,2024-08-23,Koraidon & Miraidon ex Deluxe Battle Decks,Deluxe Battle Deck,Professor's Research,SVI189,Non Holo,US/UK,Rereleased promotional card; source text says Sword & Shield 189
placeholders.csv:451,Shrouded Fable,2024-08-23,Koraidon & Miraidon ex Deluxe Battle Decks,Deluxe Battle Deck,Professor's Research,SVI190,Non Holo,US/UK,Rereleased promotional card; source text says Sword & Shield 190
placeholders.csv:452,Shrouded Fable,2024-08-23,Koraidon & Miraidon ex Deluxe Battle Decks,Deluxe Battle Deck,Boss's Orders,PAL172,Non Holo,US/UK,Rereleased promotional card; exact deck mapping to verify
placeholders.csv:453,Shrouded Fable,2024-08-23,Koraidon & Miraidon ex Deluxe Battle Decks,Deluxe Battle Deck,Koraidon,TEF119,Non Holo,US/UK,Rereleased promotional card; exact deck mapping to verify
placeholders.csv:454,Shrouded Fable,2024-08-23,Koraidon & Miraidon ex Deluxe Battle Decks,Deluxe Battle Deck,Miraidon,TEF121,Non Holo,US/UK,Rereleased promotional card; exact deck mapping to verify
placeholders.csv:455,Shrouded Fable,2024-08-23,Aegislash ex Box,Collection Box,Honedge,PAR131,Cosmos Holo,Europe,
placeholders.csv:456,Shrouded Fable,2024-08-23,Aegislash ex Box,Collection Box,Doublade,PAR132,Cosmos Holo,Europe,
placeholders.csv:457,Shrouded Fable,2024-08-23,Aegislash ex Box,Collection Box,Aegislash ex,PAR135,Holo,Europe,
placeholders.csv:458,Shrouded Fable,,Lycanroc ex Box,Collection Box,Rockruff,PAL116,Cosmos Holo,Europe/Canada,Europe late August 2024; Canada late October 2024
placeholders.csv:459,Shrouded Fable,,Lycanroc ex Box,Collection Box,Lycanroc ex,PAL117,Holo,Europe/Canada,Europe late August 2024; Canada late October 2024
placeholders.csv:460,Shrouded Fable,2024-08-30,Dark Powers ex Special Collection,Special Collection,Absol ex,OBF135,Holo,US/UK,
placeholders.csv:461,Shrouded Fable,2024-08-30,Dark Powers ex Special Collection,Special Collection,Gengar ex,TEF104,Holo,US/UK,
placeholders.csv:462,Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Ledian,SVP133,Black Star Promo,US/UK,One of four possible promo decks
placeholders.csv:463,Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Crabominable,SVP134,Black Star Promo,US/UK,One of four possible promo decks
placeholders.csv:464,Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Drifblim,SVP135,Black Star Promo,US/UK,One of four possible promo decks
placeholders.csv:465,Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Bouffalant,SVP136,Black Star Promo,US/UK,One of four possible promo decks
placeholders.csv:466,Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Ledian,SVP133,Staff Stamp,US/UK,Prerelease staff variant
placeholders.csv:467,Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Crabominable,SVP134,Staff Stamp,US/UK,Prerelease staff variant
placeholders.csv:468,Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Drifblim,SVP135,Staff Stamp,US/UK,Prerelease staff variant
placeholders.csv:469,Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Bouffalant,SVP136,Staff Stamp,US/UK,Prerelease staff variant
placeholders.csv:470,Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Ledian,SCR003,Non Holo,US/UK,Deck-exclusive
placeholders.csv:471,Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Bouffalant,SCR119,Non Holo,US/UK,Deck-exclusive
placeholders.csv:472,Stellar Crown,2024-09-06,Paradox Destinies Tin,Tin,Gouging Fire ex,SVP144,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
placeholders.csv:473,Stellar Crown,2024-09-06,Paradox Destinies Tin,Tin,Raging Bolt ex,SVP145,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
placeholders.csv:474,Stellar Crown,2024-09-06,Paradox Destinies Tin,Tin,Iron Crown ex,SVP146,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
placeholders.csv:475,Stellar Crown,2024-09-06,Paradox Destinies Tin,Tin,Iron Boulder ex,SVP147,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
placeholders.csv:476,Stellar Crown,2024-09-06,Paradox Fury Premium Collection,Premium Collection,Gouging Fire ex,TEF038,Holo,US/UK,Amazon exclusive
placeholders.csv:477,Stellar Crown,2024-09-06,Paradox Fury Premium Collection,Premium Collection,Walking Wake ex,TEF050,Holo,US/UK,Amazon exclusive
placeholders.csv:478,Stellar Crown,2024-09-06,Paradox Fury Premium Collection,Premium Collection,Raging Bolt ex,TEF123,Holo,US/UK,Amazon exclusive
placeholders.csv:479,Stellar Crown,2024-09-13,Single Pack Blister,Single Pack Blister,Horsea,SVP137,Cosmos Holo,US/UK,
placeholders.csv:480,Stellar Crown,2024-09-13,Single Pack Blister,Single Pack Blister,Porygon2,SVP138,Cosmos Holo,US/UK,
placeholders.csv:481,Stellar Crown,2024-09-13,3-Pack Blister,Three Pack Blister,Latias,SVP139,Cosmos Holo,US/UK,
placeholders.csv:482,Stellar Crown,2024-09-13,3-Pack Blister,Three Pack Blister,Tinkaton,SVP140,Pixel Cosmos,US/UK,Also available as Smooth Cosmos
