Category,Card Name,Card Number,Variant,Region,Purchase Options,Source Rows
Promo Cards,Lucario ex,SVP017,Black Star Promo,US/UK,Scarlet & Violet - Lucario ex Battle Deck,placeholders.csv:54
Promo Cards,Cyclizar ex,SVP018,Black Star Promo,US/UK,Scarlet & Violet - Cyclizar ex Box,placeholders.csv:58
Promo Cards,Smoliv,SVP023,Pixel Cosmos,US/UK,Paldea Evolved - Single Pack Blister (Reprint),placeholders.csv:75
Promo Cards,Smoliv,SVP023,Smooth Cosmos,US/UK,Paldea Evolved - Single Pack Blister,placeholders.csv:74
Promo Cards,Growlithe,SVP024,Pixel Cosmos,US/UK,Paldea Evolved - Single Pack Blister (Reprint),placeholders.csv:77
Promo Cards,Growlithe,SVP024,Smooth Cosmos,US/UK,Paldea Evolved - Single Pack Blister,placeholders.csv:76
Promo Cards,Tinkatink,SVP025,Smooth Cosmos,US/UK,Paldea Evolved - 3-Pack Blister,placeholders.csv:78
Promo Cards,Varoom,SVP026,Pixel Cosmos,US/UK,Paldea Evolved - 3-Pack Blister (Reprint),placeholders.csv:80
Promo Cards,Varoom,SVP026,Smooth Cosmos,US/UK,Paldea Evolved - 3-Pack Blister,placeholders.csv:79
Promo Cards,Pikachu,SVP027,Black Star Promo,US/UK,Paldea Evolved - Elite Trainer Box,placeholders.csv:91
Promo Cards,Pikachu,SVP027,Pokemon Center Stamp,US/UK,Paldea Evolved - Pokemon Center ETB,placeholders.csv:92
Promo Cards,Miraidon ex,SVP028,Black Star Promo,US/UK,Paldea Evolved - Paldea Legends Tin,placeholders.csv:93
Promo Cards,Koraidon ex,SVP029,Black Star Promo,US/UK,Paldea Evolved - Paldea Legends Tin,placeholders.csv:94
Promo Cards,Chien-Pao ex,SVP030,Black Star Promo,US/UK,Paldea Evolved - Chien-Pao ex Battle Deck,placeholders.csv:107
Promo Cards,Tinkaton ex,SVP031,Black Star Promo,US/UK,Paldea Evolved - Tinkaton ex Battle Deck,placeholders.csv:109
Promo Cards,Annihilape ex,SVP032,Black Star Promo,US/UK,Paldea Evolved - Annihilape ex Box,placeholders.csv:110
Promo Cards,Meowscarada ex,SVP033,Black Star Promo,US/UK,Obsidian Flames - Paldea Partners Tin,placeholders.csv:159
Promo Cards,Skeledirge ex,SVP034,Black Star Promo,US/UK,Obsidian Flames - Paldea Partners Tin,placeholders.csv:160
Promo Cards,Quaquaval ex,SVP035,Black Star Promo,US/UK,Obsidian Flames - Paldea Partners Tin,placeholders.csv:161
Promo Cards,Pawmi,SVP040,Smooth Cosmos,US/UK,Obsidian Flames - Single Pack Blister,placeholders.csv:132
Promo Cards,Paldean Wooper,SVP041,Smooth Cosmos,US/UK,Obsidian Flames - Single Pack Blister,placeholders.csv:133
Promo Cards,Houndstone,SVP042,Pixel Cosmos,US/UK,Obsidian Flames - 3-Pack Blister (Reprint),placeholders.csv:135
Promo Cards,Houndstone,SVP042,Smooth Cosmos,US/UK,Obsidian Flames - 3-Pack Blister,placeholders.csv:134
Promo Cards,Eevee,SVP043,Pixel Cosmos,US/UK,Obsidian Flames - 3-Pack Blister (Reprint),placeholders.csv:137
Promo Cards,Eevee,SVP043,Smooth Cosmos,US/UK,Obsidian Flames - 3-Pack Blister,placeholders.csv:136
Promo Cards,Charmander,SVP044,Black Star Promo,US/UK,Obsidian Flames - Elite Trainer Box,placeholders.csv:148
Promo Cards,Charmander,SVP044,Pokemon Center Stamp,US/UK,Obsidian Flames - Pokemon Center ETB,placeholders.csv:149
Promo Cards,Bulbasaur,SVP046,Pixel Cosmos,US/UK,151 - Poster Collection (Reprint),placeholders.csv:171
Promo Cards,Bulbasaur,SVP046,Smooth Cosmos,US/UK,151 - Poster Collection,placeholders.csv:170
Promo Cards,Charmander,SVP047,Pixel Cosmos,US/UK,151 - Poster Collection (Reprint),placeholders.csv:173
Promo Cards,Charmander,SVP047,Smooth Cosmos,US/UK,151 - Poster Collection,placeholders.csv:172
Promo Cards,Squirtle,SVP048,Pixel Cosmos,US/UK,151 - Poster Collection (Reprint),placeholders.csv:175
Promo Cards,Squirtle,SVP048,Smooth Cosmos,US/UK,151 - Poster Collection,placeholders.csv:174
Promo Cards,Zapdos ex,SVP049,Black Star Promo,US/UK,151 - Zapdos ex Collection,placeholders.csv:182
Promo Cards,Alakazam ex,SVP050,Black Star Promo,US/UK,151 - Alakazam ex Collection,placeholders.csv:185
Promo Cards,Snorlax,SVP051,Black Star Promo,US/UK,151 - Elite Trainer Box,placeholders.csv:168
Promo Cards,Snorlax,SVP051,Pokemon Center Stamp,US/UK,151 - Pokemon Center ETB,placeholders.csv:169
Promo Cards,Mewtwo,SVP052,Black Star Promo,US/UK,151 - Ultra-Premium Collection,placeholders.csv:189
Promo Cards,Mew ex,SVP053,Black Star Promo,US/UK,151 - Ultra-Premium Collection,placeholders.csv:190
Promo Cards,Greninja ex,SVP054,Black Star Promo,US/UK,151 - Greninja ex Battle Deck | Surging Sparks - Greninja ex Ultra-Premium Collection,placeholders.csv:192 | placeholders.csv:532
Promo Cards,Kangaskhan ex,SVP055,Black Star Promo,US/UK,151 - Kangaskhan ex Battle Deck,placeholders.csv:193
Promo Cards,Charizard ex,SVP056,Black Star Promo,US/UK,151 - Charizard ex Premium Collection,placeholders.csv:197
Promo Cards,Pineco,SVP061,Cosmos Holo,US/UK,Paradox Rift - Single Pack Blister,placeholders.csv:215
Promo Cards,Sinistea,SVP062,Cosmos Holo,US/UK,Paradox Rift - Single Pack Blister,placeholders.csv:216
Promo Cards,Cetitan,SVP063,Cosmos Holo,US/UK,Paradox Rift - 3-Pack Blister,placeholders.csv:217
Promo Cards,Arctibax,SVP064,Cosmos Holo,US/UK,Paradox Rift - 3-Pack Blister,placeholders.csv:218
Promo Cards,Scream Tail,SVP065,Black Star Promo,US/UK,Paradox Rift - Elite Trainer Box,placeholders.csv:229
Promo Cards,Scream Tail,SVP065,Pokemon Center Stamp,US/UK,Paradox Rift - Pokemon Center ETB,placeholders.csv:230
Promo Cards,Iron Bundle,SVP066,Black Star Promo,US/UK,Paradox Rift - Elite Trainer Box,placeholders.csv:231
Promo Cards,Iron Bundle,SVP066,Pokemon Center Stamp,US/UK,Paradox Rift - Pokemon Center ETB,placeholders.csv:232
Promo Cards,Roaring Moon ex,SVP067,Black Star Promo,US/UK,Paradox Rift - Roaring Moon ex Box,placeholders.csv:251
Promo Cards,Iron Valiant ex,SVP068,Black Star Promo,US/UK,Paradox Rift - Iron Valiant ex Box,placeholders.csv:254
Promo Cards,Fidough,SVP069,Black Star Promo,US/UK,Paldean Fates - Tech Sticker Collection,placeholders.csv:269
Promo Cards,Greavard,SVP070,Black Star Promo,US/UK,Paldean Fates - Tech Sticker Collection,placeholders.csv:270
Promo Cards,Maschiff,SVP071,Black Star Promo,US/UK,Paldean Fates - Tech Sticker Collection,placeholders.csv:271
Promo Cards,Great Tusk ex,SVP072,Black Star Promo,US/UK,Paldean Fates - Paldean Fates Tin,placeholders.csv:272
Promo Cards,Iron Treads ex,SVP073,Black Star Promo,US/UK,Paldean Fates - Paldean Fates Tin,placeholders.csv:273
Promo Cards,Charizard ex,SVP074,Black Star Promo,US/UK,Paldean Fates - Paldean Fates Tin,placeholders.csv:274
Promo Cards,Mimikyu,SVP075,Black Star Promo,US/UK,Paldean Fates - Elite Trainer Box,placeholders.csv:267
Promo Cards,Mimikyu,SVP075,Pokemon Center Stamp,US/UK,Paldean Fates - Pokemon Center ETB,placeholders.csv:268
Promo Cards,Sprigatito,SVP076,Black Star Promo,US/UK,Paldean Fates - Meowscarada ex Premium Collection,placeholders.csv:275
Promo Cards,Floragato,SVP077,Black Star Promo,US/UK,Paldean Fates - Meowscarada ex Premium Collection,placeholders.csv:276
Promo Cards,Meowscarada ex,SVP078,Black Star Promo,US/UK,Paldean Fates - Meowscarada ex Premium Collection,placeholders.csv:277
Promo Cards,Fuecoco,SVP079,Black Star Promo,US/UK,Paldean Fates - Skeledirge ex Premium Collection,placeholders.csv:278
Promo Cards,Crocalor,SVP080,Black Star Promo,US/UK,Paldean Fates - Skeledirge ex Premium Collection,placeholders.csv:279
Promo Cards,Skeledirge ex,SVP081,Black Star Promo,US/UK,Paldean Fates - Skeledirge ex Premium Collection,placeholders.csv:280
Promo Cards,Quaxly,SVP082,Black Star Promo,US/UK,Paldean Fates - Quaquaval ex Premium Collection,placeholders.csv:281
Promo Cards,Quaxwell,SVP083,Black Star Promo,US/UK,Paldean Fates - Quaquaval ex Premium Collection,placeholders.csv:282
Promo Cards,Quaquaval ex,SVP084,Black Star Promo,US/UK,Paldean Fates - Quaquaval ex Premium Collection,placeholders.csv:283
Promo Cards,Mabosstiff ex,SVP086,Black Star Promo,US/UK,Paldean Fates - Mabosstiff ex Box | Paldean Fates - Mabosstiff ex Showcase,placeholders.csv:284 | placeholders.csv:286
Promo Cards,Sprigatito ex,SVP087,Black Star Promo,US/UK,Paldean Fates - Paldea Adventure Chest,placeholders.csv:294
Promo Cards,Pikachu,SVP088,Black Star Promo,US/UK,Paldean Fates - Paldea Adventure Chest,placeholders.csv:295
Promo Cards,Carvanha,SVP093,Cosmos Holo,US/UK,Temporal Forces - Single Pack Blister,placeholders.csv:315
Promo Cards,Bellibolt,SVP094,Cosmos Holo,US/UK,Temporal Forces - Single Pack Blister,placeholders.csv:316
Promo Cards,Cleffa,SVP095,Cosmos Holo,US/UK,Temporal Forces - 3-Pack Blister,placeholders.csv:317
Promo Cards,Cyclizar,SVP096,Cosmos Holo,US/UK,Temporal Forces - 3-Pack Blister,placeholders.csv:318
Promo Cards,Flutter Mane,SVP097,Black Star Promo,US/UK,Temporal Forces - Elite Trainer Box,placeholders.csv:329
Promo Cards,Flutter Mane,SVP097,Pokemon Center Stamp,US/UK,Temporal Forces - Pokemon Center ETB,placeholders.csv:330
Promo Cards,Iron Thorns,SVP098,Black Star Promo,US/UK,Temporal Forces - Elite Trainer Box,placeholders.csv:331
Promo Cards,Iron Thorns,SVP098,Pokemon Center Stamp,US/UK,Temporal Forces - Pokemon Center ETB,placeholders.csv:332
Promo Cards,Shroodle,SVP099,Cosmos Holo,US/UK,Temporal Forces - Grafaiai ex Box,placeholders.csv:337
Promo Cards,Grafaiai ex,SVP100,Black Star Promo,US/UK,Temporal Forces - Grafaiai ex Box,placeholders.csv:338
Promo Cards,Oddish,SVP102,Black Star Promo,US/UK,Paradox Rift - Hobby Co-Op Marketing Kit,placeholders.csv:214
Promo Cards,Houndoom ex,SVP103,Black Star Promo,US/UK,Temporal Forces - Houndoom ex Battle Deck,placeholders.csv:339
Promo Cards,Melmetal ex,SVP104,Black Star Promo,US/UK,Temporal Forces - Melmetal ex Battle Deck,placeholders.csv:340
Promo Cards,Armarouge ex,SVP105,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,placeholders.csv:397
Promo Cards,Pikachu ex,SVP106,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,placeholders.csv:398
Promo Cards,Mareep,SVP107,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,placeholders.csv:399
Promo Cards,Flaaffy,SVP108,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,placeholders.csv:400
Promo Cards,Ampharos,SVP109,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,placeholders.csv:401
Promo Cards,Darkrai ex,SVP110,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,placeholders.csv:402
Promo Cards,Pawniard,SVP111,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,placeholders.csv:403
Promo Cards,Bisharp,SVP112,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,placeholders.csv:404
Promo Cards,Kingambit,SVP113,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,placeholders.csv:405
Promo Cards,Picnicker,SVP114,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,placeholders.csv:406
Promo Cards,Picnicker,SVP114,Non Holo,US/UK,Twilight Masquerade - Build & Battle Box,placeholders.csv:365
Promo Cards,Toxel,SVP119,Cosmos Holo,US/UK,Twilight Masquerade - Single Pack Blister,placeholders.csv:379
Promo Cards,Pupitar,SVP120,Cosmos Holo,US/UK,Twilight Masquerade - Single Pack Blister,placeholders.csv:380
Promo Cards,Revavroom,SVP121,Cosmos Holo,US/UK,Twilight Masquerade - 3-Pack Blister,placeholders.csv:381
Promo Cards,Snorlax,SVP122,Cosmos Holo,US/UK,Twilight Masquerade - 3-Pack Blister,placeholders.csv:382
Promo Cards,Teal Mask Ogerpon,SVP123,Black Star Promo,US/UK,Twilight Masquerade - Elite Trainer Box,placeholders.csv:393
Promo Cards,Teal Mask Ogerpon,SVP123,Pokemon Center Stamp,US/UK,Twilight Masquerade - Pokemon Center ETB,placeholders.csv:394
Promo Cards,Iono,SVP124,Black Star Promo,US/UK,Temporal Forces - Iono Premium Tournament Collection,placeholders.csv:346
Promo Cards,Armarouge ex,SVP125,Black Star Promo,US/UK,Temporal Forces - Armarouge ex Premium Collection,placeholders.csv:351
Promo Cards,Palafin ex,SVP126,Black Star Promo,US/UK,Twilight Masquerade - Palafin ex Box,placeholders.csv:408
Promo Cards,Walking Wake ex,SVP127,Black Star Promo,US/UK,Twilight Masquerade - Paradox Clash Tin,placeholders.csv:395
Promo Cards,Iron Leaves ex,SVP128,Black Star Promo,US/UK,Twilight Masquerade - Paradox Clash Tin,placeholders.csv:396
Promo Cards,Pecharunt,SVP129,Black Star Promo,US/UK,Shrouded Fable - Elite Trainer Box,placeholders.csv:440
Promo Cards,Pecharunt,SVP129,Pokemon Center Stamp,US/UK,Shrouded Fable - Pokemon Center ETB,placeholders.csv:441
Promo Cards,Kingambit,SVP130,Black Star Promo,US/UK,Shrouded Fable - Kingambit Illustration Collection,placeholders.csv:419
Promo Cards,Kingdra ex,SVP131,Black Star Promo,US/UK,Shrouded Fable - Kingdra ex Special Illustration Collection,placeholders.csv:422
Promo Cards,Greninja ex,SVP132,Black Star Promo,US/UK,Shrouded Fable - Greninja ex Special Illustration Collection,placeholders.csv:425
Promo Cards,Horsea,SVP137,Cosmos Holo,US/UK,Stellar Crown - Single Pack Blister,placeholders.csv:479
Promo Cards,Porygon2,SVP138,Cosmos Holo,US/UK,Stellar Crown - Single Pack Blister,placeholders.csv:480
Promo Cards,Latias,SVP139,Cosmos Holo,US/UK,Stellar Crown - 3-Pack Blister,placeholders.csv:481
Promo Cards,Tinkaton,SVP140,Pixel Cosmos,US/UK,Stellar Crown - 3-Pack Blister,placeholders.csv:482
Promo Cards,Tinkaton,SVP140,Smooth Cosmos,US/UK,Stellar Crown - 3-Pack Blister,placeholders.csv:483
Promo Cards,Noctowl,SVP141,Black Star Promo,US/UK,Stellar Crown - Elite Trainer Box,placeholders.csv:494
Promo Cards,Noctowl,SVP141,Pokemon Center Stamp,US/UK,Stellar Crown - Pokemon Center ETB,placeholders.csv:495
Promo Cards,Victini ex,SVP142,Black Star Promo,US/UK,Twilight Masquerade - Victini ex Battle Deck,placeholders.csv:413
Promo Cards,Miraidon ex,SVP143,Black Star Promo,US/UK,Twilight Masquerade - Miraidon ex Battle Deck,placeholders.csv:414
Promo Cards,Gouging Fire ex,SVP144,Black Star Promo,US/UK,Stellar Crown - Paradox Destinies Tin,placeholders.csv:472
Promo Cards,Raging Bolt ex,SVP145,Black Star Promo,US/UK,Stellar Crown - Paradox Destinies Tin,placeholders.csv:473
Promo Cards,Iron Crown ex,SVP146,Black Star Promo,US/UK,Stellar Crown - Paradox Destinies Tin,placeholders.csv:474
Promo Cards,Iron Boulder ex,SVP147,Black Star Promo,US/UK,Stellar Crown - Paradox Destinies Tin,placeholders.csv:475
Promo Cards,Miraidon,SVP148,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,placeholders.csv:407
Promo Cards,Pecharunt,SVP149,Black Star Promo,US/UK,Shrouded Fable - Three-Booster Pack and Promo Card Blister,placeholders.csv:428
Promo Cards,Wooper,SVP155,Cosmos Holo,US/UK,Surging Sparks - Single Pack Blister,placeholders.csv:539
Promo Cards,Quagsire,SVP156,Cosmos Holo,US/UK,Surging Sparks - 3-Pack Blister,placeholders.csv:541
Promo Cards,Zapdos,SVP157,Cosmos Holo,US/UK,Surging Sparks - 3-Pack Blister,placeholders.csv:542
Promo Cards,Pachirisu,SVP158,Cosmos Holo,US/UK,Surging Sparks - Single Pack Blister,placeholders.csv:540
Promo Cards,Magneton,SVP159,Black Star Promo,US/UK,Surging Sparks - Elite Trainer Box,placeholders.csv:553
Promo Cards,Magneton,SVP159,Pokemon Center Stamp,US/UK,Surging Sparks - Pokemon Center ETB,placeholders.csv:554
Promo Cards,Squawkabilly ex,SVP160,Black Star Promo,US/UK,Stellar Crown - Trainer's Toolkit 2024,placeholders.csv:518
Promo Cards,Charizard ex,SVP161,Black Star Promo,US/UK,Stellar Crown - Charizard ex Super-Premium Collection,placeholders.csv:507
Promo Cards,Houndstone ex,SVP162,Black Star Promo,US/UK,Stellar Crown - Houndstone ex Box,placeholders.csv:510
Promo Cards,Cinderace ex,SVP163,Black Star Promo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,placeholders.csv:575
Promo Cards,Lapras ex,SVP164,Black Star Promo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,placeholders.csv:576
Promo Cards,Terapagos ex,SVP165,Black Star Promo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,placeholders.csv:577
Promo Cards,Teal Mask Ogerpon ex,SVP166,Black Star Promo,US/UK,Surging Sparks - Ogerpon ex Premium Collection,placeholders.csv:560
Promo Cards,Flareon,SVP167,Cosmos Holo,US/UK,Prismatic Evolutions - Poster Collection,placeholders.csv:591
Promo Cards,Vaporeon,SVP168,Cosmos Holo,US/UK,Prismatic Evolutions - Poster Collection,placeholders.csv:592
Promo Cards,Jolteon,SVP169,Cosmos Holo,US/UK,Prismatic Evolutions - Poster Collection,placeholders.csv:593
Promo Cards,Leafeon,SVP170,Cosmos Holo,US/UK,Prismatic Evolutions - Tech Sticker Collection,placeholders.csv:594
Promo Cards,Glaceon,SVP171,Cosmos Holo,US/UK,Prismatic Evolutions - Tech Sticker Collection,placeholders.csv:595
Promo Cards,Sylveon,SVP172,Cosmos Holo,US/UK,Prismatic Evolutions - Tech Sticker Collection,placeholders.csv:596
Promo Cards,Eevee,SVP173,Black Star Promo,US/UK,Prismatic Evolutions - Elite Trainer Box,placeholders.csv:589
Promo Cards,Eevee,SVP173,Pokemon Center Stamp,US/UK,Prismatic Evolutions - Pokemon Center ETB,placeholders.csv:590
Promo Cards,Eevee ex,SVP174,Black Star Promo,US/UK,Journey Together - Prismatic Evolutions Super-Premium Collection,placeholders.csv:650
Promo Cards,Bloodmoon Ursaluna ex,SVP177,Black Star Promo,US/UK,Surging Sparks - Bloodmoon Ursaluna ex Box,placeholders.csv:557
Promo Cards,Kyogre ex,SVP178,Black Star Promo,US/UK,Prismatic Evolutions - Azure Legends Tin,placeholders.csv:611
Promo Cards,Xerneas ex,SVP179,Black Star Promo,US/UK,Prismatic Evolutions - Azure Legends Tin,placeholders.csv:612
Promo Cards,Dialga ex,SVP180,Black Star Promo,US/UK,Prismatic Evolutions - Azure Legends Tin,placeholders.csv:613
Promo Cards,Yanma,SVP185,Cosmos Holo,US/UK,Journey Together - Single Pack Blister,placeholders.csv:624
Promo Cards,Scraggy,SVP186,Cosmos Holo,US/UK,Journey Together - Single Pack Blister,placeholders.csv:625
Promo Cards,Yanmega,SVP187,Cosmos Holo,US/UK,Journey Together - 3-Pack Blister,placeholders.csv:626
Promo Cards,Scrafty,SVP188,Cosmos Holo,US/UK,Journey Together - 3-Pack Blister,placeholders.csv:627
Promo Cards,N's Zorua,SVP189,Black Star Promo,US/UK,Journey Together - Elite Trainer Box,placeholders.csv:638
Promo Cards,N's Zorua,SVP189,Pokemon Center Stamp,US/UK,Journey Together - Pokemon Center ETB,placeholders.csv:639
Promo Cards,Sprigatito,SVP191,Black Star Promo,US/UK,Surging Sparks - Grand Adventure Collection,placeholders.csv:555
Promo Cards,Fuecoco,SVP192,Black Star Promo,US/UK,Surging Sparks - Grand Adventure Collection,placeholders.csv:556
Promo Cards,Hop's Zacian ex,SVP193,Black Star Promo,US/UK,Journey Together - Hop's Zacian ex Box,placeholders.csv:641
Promo Cards,Iono's Bellibolt ex,SVP194,Black Star Promo,US/UK,Journey Together - Iono's Bellibolt ex Premium Collection,placeholders.csv:644
Promo Cards,Lillie's Clefairy ex,SVP195,Black Star Promo,US/UK,Journey Together - Lillie Premium Tournament Collection,placeholders.csv:646
Promo Cards,Charizard ex,SVP196,Black Star Promo,US/UK,Destined Rivals - Charizard ex Special Collection,placeholders.csv:689
Promo Cards,Koraidon ex,SVP197,Black Star Promo,US/UK,Journey Together - Slashing Legends Tin,placeholders.csv:653
Promo Cards,Zacian ex,SVP198,Black Star Promo,US/UK,Journey Together - Slashing Legends Tin,placeholders.csv:654
Promo Cards,Zarude,SVP199,Cosmos Holo,US/UK,Destined Rivals - Single Pack Blister,placeholders.csv:667
Promo Cards,Eevee,SVP200,Cosmos Holo,US/UK,Destined Rivals - Single Pack Blister,placeholders.csv:668
Promo Cards,Zebstrika,SVP201,Cosmos Holo,US/UK,Destined Rivals - 3-Pack Blister,placeholders.csv:669
Promo Cards,Kangaskhan,SVP202,Cosmos Holo,US/UK,Destined Rivals - 3-Pack Blister,placeholders.csv:670
Promo Cards,Team Rocket's Wobbuffet,SVP203,Black Star Promo,US/UK,Destined Rivals - Elite Trainer Box,placeholders.csv:681
Promo Cards,Team Rocket's Wobbuffet,SVP203,Pokemon Center Stamp,US/UK,Destined Rivals - Pokemon Center ETB,placeholders.csv:682
Promo Cards,Cynthia's Garchomp ex,SVP204,Black Star Promo,US/UK,Destined Rivals - Cynthia's Garchomp ex Premium Collection,placeholders.csv:683
Promo Cards,Team Rocket's Mewtwo ex,SVP205,Black Star Promo,US/UK,Destined Rivals - Team Rocket's Mewtwo ex Box,placeholders.csv:686
Promo Cards,Marnie's Morpeko,SVP206,Black Star Promo,US/UK,Journey Together - Rival Battle Deck - Marnie,placeholders.csv:651
Promo Cards,Steven's Beldum,SVP207,Black Star Promo,US/UK,Journey Together - Rival Battle Deck - Steven,placeholders.csv:652
Promo Cards,Victini,SVP208,Black Star Promo,US/UK,Black Bolt & White Flare - Unova Victini Illustration Collection,placeholders.csv:703
Promo Cards,Thundurus,SVP209,Black Star Promo,US/UK,Black Bolt & White Flare - Black Bolt Elite Trainer Box,placeholders.csv:694
Promo Cards,Thundurus,SVP209,Pokemon Center Stamp,US/UK,Black Bolt & White Flare - Black Bolt Pokemon Center ETB,placeholders.csv:695
Promo Cards,Tornadus,SVP210,Black Star Promo,US/UK,Black Bolt & White Flare - White Flare Elite Trainer Box,placeholders.csv:696
Promo Cards,Tornadus,SVP210,Pokemon Center Stamp,US/UK,Black Bolt & White Flare - White Flare Pokemon Center ETB,placeholders.csv:697
Promo Cards,Gothitelle,SVP211,Black Star Promo,US/UK,Black Bolt & White Flare - White Flare Tech Sticker Collection,placeholders.csv:702
Promo Cards,Reuniclus,SVP212,Black Star Promo,US/UK,Black Bolt & White Flare - Black Bolt Tech Sticker Collection,placeholders.csv:701
Promo Cards,Team Rocket's Mewtwo,SVP216,Black Star Promo,US/UK,Black Bolt & White Flare - Team Rocket Tin,placeholders.csv:717
Promo Cards,Team Rocket's Nidoking,SVP217,Black Star Promo,US/UK,Black Bolt & White Flare - Team Rocket Tin,placeholders.csv:718
Promo Cards,Team Rocket's Persian,SVP218,Black Star Promo,US/UK,Black Bolt & White Flare - Team Rocket Tin,placeholders.csv:719
Promo Cards,Black Belt's Training,SVP219,Black Star Promo,US/UK,Mega Evolution - Trainer's Toolkit 2025,mega_placeholders.csv:29
Promo Cards,Black Belt's Training,SVP220,Black Star Promo,US/UK,Mega Evolution - Trainer's Toolkit 2025,mega_placeholders.csv:30
Promo Cards,Professor's Research [Professor Birch],SVP221,Black Star Promo,US/UK,Mega Evolution - Trainer's Toolkit 2025,mega_placeholders.csv:31
Promo Cards,Professor's Research [Professor Kukui],SVP222,Black Star Promo,US/UK,Mega Evolution - Trainer's Toolkit 2025,mega_placeholders.csv:32
Promo Cards,Professor's Research [Professor Magnolia],SVP223,Black Star Promo,US/UK,Mega Evolution - Trainer's Toolkit 2025,mega_placeholders.csv:33
MCAP Cards,Chikorita,ASC008,Pixel Cosmos Holo,US/UK,Ascended Heroes - Ascended Heroes First Partners Deluxe Pin Collection,mega_placeholders.csv:77
MCAP Cards,Charmander,ASC020,Pixel Cosmos Holo,US/UK,Ascended Heroes - Ascended Heroes Tech Sticker Collections,mega_placeholders.csv:66
MCAP Cards,Tepig,ASC029,Pixel Cosmos Holo,US/UK,Ascended Heroes - Ascended Heroes First Partners Deluxe Pin Collection,mega_placeholders.csv:78
MCAP Cards,Totodile,ASC041,Pixel Cosmos Holo,US/UK,Ascended Heroes - Ascended Heroes First Partners Deluxe Pin Collection,mega_placeholders.csv:79
MCAP Cards,Gastly,ASC123,Pixel Cosmos Holo,US/UK,Ascended Heroes - Ascended Heroes Tech Sticker Collections,mega_placeholders.csv:67
MCAP Cards,Snivy,BLK001,Set Holo,US/UK,Black Bolt & White Flare - Unova Poster Collection,placeholders.csv:698
MCAP Cards,Victini,BLK012,Poke Ball Parallel Holo,US/UK,Black Bolt & White Flare - Unova Victini Illustration Collection,placeholders.csv:704
MCAP Cards,Hydrapple,DRI018,Pixel Cosmos Holo,US/UK,Phantasmal Flames - Phantasmal Flames Blisters,placeholders.csv:747 | mega_placeholders.csv:48
MCAP Cards,Ethan's Typhlosion,DRI034,Non Holo,US/UK,Destined Rivals - Build & Battle Box,placeholders.csv:656
MCAP Cards,Blaziken,DRI042,Pixel Cosmos Holo,US/UK,Phantasmal Flames - Phantasmal Flames Blisters,placeholders.csv:750 | mega_placeholders.csv:51
MCAP Cards,Misty's Gyarados,DRI049,Non Holo,US/UK,Destined Rivals - Build & Battle Box,placeholders.csv:658
MCAP Cards,Team Rocket's Articuno,DRI051,Cosmos Holo,US/UK,Black Bolt & White Flare - Enhanced 2-Pack Blister,placeholders.csv:720
MCAP Cards,Team Rocket's Zapdos,DRI070,Cosmos Holo,US/UK,Black Bolt & White Flare - Enhanced 2-Pack Blister,placeholders.csv:721
MCAP Cards,Team Rocket's Mimikyu,DRI087,Non Holo,US/UK,Destined Rivals - Build & Battle Box,placeholders.csv:660
MCAP Cards,Team Rocket's Tyranitar,DRI096,Cosmos Holo,US/UK,Black Bolt & White Flare - Enhanced 2-Pack Blister,placeholders.csv:722
MCAP Cards,Team Rocket's Tyranitar,DRI096,Non Holo,US/UK,Destined Rivals - Build & Battle Box,placeholders.csv:662
MCAP Cards,Cynthia's Gible,DRI102,Cosmos Holo,US/UK,Destined Rivals - Cynthia's Garchomp ex Premium Collection,placeholders.csv:684
MCAP Cards,Cynthia's Gabite,DRI103,Cosmos Holo,US/UK,Destined Rivals - Cynthia's Garchomp ex Premium Collection,placeholders.csv:685
MCAP Cards,Team Rocket's Meowth,DRI149,Cosmos Holo,US/UK,Destined Rivals - Team Rocket's Mewtwo ex Box,placeholders.csv:687
MCAP Cards,Team Rocket's Giovanni,DRI174,Cosmos Holo,US/UK,Destined Rivals - Team Rocket's Mewtwo ex Box,placeholders.csv:688
MCAP Cards,Meowscarada,JTG018,Cosmos Holo,US/UK,Mega Evolution - Mega Evolution Blisters,placeholders.csv:736 | mega_placeholders.csv:15
MCAP Cards,Blaziken ex,JTG024,Holo,US/UK,Black Bolt & White Flare - Blaziken ex & Volcanion ex Premium Collection,placeholders.csv:715
MCAP Cards,Volcanion ex,JTG031,Holo,US/UK,Black Bolt & White Flare - Blaziken ex & Volcanion ex Premium Collection,placeholders.csv:716
