Owned,Set Code,Set,Category,Card Number,Card Name,Variant,Region,Purchase Options,Notes
,MEW,151,MCAP Cards,MEW004,Charmander,Cosmos Holo,US/UK,Stellar Crown - Charizard ex Super-Premium Collection,
,MEW,151,MCAP Cards,MEW004,Charmander,Cosmos Parallel Holo,US/UK,Stellar Crown - 151 Mini Tin 5-Pack,Costco early October 2024
,MEW,151,MCAP Cards,MEW005,Charmeleon,Cosmos Holo,US/UK,Stellar Crown - Charizard ex Super-Premium Collection,
,MEW,151,MCAP Cards,MEW007,Squirtle,Cosmos Parallel Holo,US/UK,Stellar Crown - 151 Mini Tin 5-Pack,Costco early October 2024
,MEW,151,MCAP Cards,MEW007,Squirtle,Parallel Holo,US/UK,Prismatic Evolutions - 151 Blooming Waters Premium Collection,
,MEW,151,MCAP Cards,MEW009,Blastoise ex,Holo,US/UK,Prismatic Evolutions - 151 Blooming Waters Premium Collection,
,MEW,151,MCAP Cards,MEW025,Pikachu,Cosmos Parallel Holo,US/UK,Stellar Crown - 151 Mini Tin 5-Pack,Costco early October 2024
,MEW,151,MCAP Cards,MEW045,Vileplume,Non Holo,US/UK,Stellar Crown - Tapu Koko & Iron Leaves ex Battle Decks,Exact deck mapping to verify
,MEW,151,MCAP Cards,MEW132,Ditto,Non Holo,US/UK,Stellar Crown - Trainer's Toolkit 2024,
,MEW,151,MCAP Cards,MEW146,Moltres,Non Holo,US/UK,Surging Sparks - Charizard ex League Battle Deck,Exclusive promotional card
,MEW,151,MCAP Cards,MEW205,Mew ex,Metal Card,US/UK,151 - Ultra-Premium Collection,
,MEW,151,Other Cards,MEW063,Abra,Pixel Cosmos,US/UK,151 - Alakazam ex Collection (Reprint),
,MEW,151,Other Cards,MEW063,Abra,Smooth Cosmos,US/UK,151 - Alakazam ex Collection,
,MEW,151,Other Cards,MEW064,Kadabra,Pixel Cosmos,US/UK,151 - Alakazam ex Collection,
,MEW,151,Other Cards,MEW125,Electabuzz,Pixel Cosmos,US/UK,151 - Zapdos ex Collection (Reprint),
,MEW,151,Other Cards,MEW125,Electabuzz,Smooth Cosmos,US/UK,151 - Zapdos ex Collection,
,OBF,Obsidian Flames,Stamped Cards,OBF042,Eiscue ex,Snowflake Stamp,US/UK,Shrouded Fable - Holiday Calendar 2024,
,OBF,Obsidian Flames,Stamped Cards,OBF086,Espeon,Obsidian Flames Stamp,US,Obsidian Flames - Retailer Gift With Purchase,Best Buy; spend 15 dollars on Pokemon TCG products
,OBF,Obsidian Flames,Stamped Cards,OBF130,Umbreon,EB Games Stamp,Australia/New Zealand,Obsidian Flames - Retailer Gift With Purchase,Spend 15 dollars on Pokemon TCG products
,OBF,Obsidian Flames,Stamped Cards,OBF130,Umbreon,GameStop Stamp,US/Canada,Obsidian Flames - Retailer Gift With Purchase,Spend 15 dollars on Pokemon TCG products
,OBF,Obsidian Flames,Stamped Cards,SVP036,Palafin,Black Star Promo,US/UK,Obsidian Flames - Build & Battle Box | Obsidian Flames - Build & Battle Stadium,One of four possible promo decks | Contains two Build & Battle Boxes
,OBF,Obsidian Flames,Stamped Cards,SVP037,Cleffa,Black Star Promo,US/UK,Obsidian Flames - Build & Battle Box | Obsidian Flames - Build & Battle Stadium,One of four possible promo decks | Contains two Build & Battle Boxes
,OBF,Obsidian Flames,Stamped Cards,SVP038,Togekiss,Black Star Promo,US/UK,Obsidian Flames - Build & Battle Box | Obsidian Flames - Build & Battle Stadium,One of four possible promo decks | Contains two Build & Battle Boxes
,OBF,Obsidian Flames,Stamped Cards,SVP039,Mawile,Black Star Promo,US/UK,Obsidian Flames - Build & Battle Box | Obsidian Flames - Build & Battle Stadium,One of four possible promo decks | Contains two Build & Battle Boxes
,OBF,Obsidian Flames,Staff Cards,SVP036,Palafin,Staff Stamp,US/UK,Obsidian Flames - Build & Battle Box,Prerelease staff variant
,OBF,Obsidian Flames,Staff Cards,SVP037,Cleffa,Staff Stamp,US/UK,Obsidian Flames - Build & Battle Box,Prerelease staff variant
,OBF,Obsidian Flames,Staff Cards,SVP038,Togekiss,Staff Stamp,US/UK,Obsidian Flames - Build & Battle Box,Prerelease staff variant
,OBF,Obsidian Flames,Staff Cards,SVP039,Mawile,Staff Stamp,US/UK,Obsidian Flames - Build & Battle Box,Prerelease staff variant
,OBF,Obsidian Flames,Promo Cards,SVP033,Meowscarada ex,Black Star Promo,US/UK,Obsidian Flames - Paldea Partners Tin,Available in hexagonal and octagonal tin designs
,OBF,Obsidian Flames,Promo Cards,SVP034,Skeledirge ex,Black Star Promo,US/UK,Obsidian Flames - Paldea Partners Tin,Available in hexagonal and octagonal tin designs
,OBF,Obsidian Flames,Promo Cards,SVP035,Quaquaval ex,Black Star Promo,US/UK,Obsidian Flames - Paldea Partners Tin,Available in hexagonal and octagonal tin designs
,OBF,Obsidian Flames,Promo Cards,SVP040,Pawmi,Smooth Cosmos,US/UK,Obsidian Flames - Single Pack Blister,
,OBF,Obsidian Flames,Promo Cards,SVP041,Paldean Wooper,Smooth Cosmos,US/UK,Obsidian Flames - Single Pack Blister,
,OBF,Obsidian Flames,Promo Cards,SVP042,Houndstone,Pixel Cosmos,US/UK,Obsidian Flames - 3-Pack Blister (Reprint),Mid-2024 reprint
,OBF,Obsidian Flames,Promo Cards,SVP042,Houndstone,Smooth Cosmos,US/UK,Obsidian Flames - 3-Pack Blister,Initial release; later reprinted with Pixel Cosmos
,OBF,Obsidian Flames,Promo Cards,SVP043,Eevee,Pixel Cosmos,US/UK,Obsidian Flames - 3-Pack Blister (Reprint),Mid-2024 reprint
,OBF,Obsidian Flames,Promo Cards,SVP043,Eevee,Smooth Cosmos,US/UK,Obsidian Flames - 3-Pack Blister,Initial release; later reprinted with Pixel Cosmos
,OBF,Obsidian Flames,Promo Cards,SVP044,Charmander,Black Star Promo,US/UK,Obsidian Flames - Elite Trainer Box,
,OBF,Obsidian Flames,Promo Cards,SVP044,Charmander,Pokemon Center Stamp,US/UK,Obsidian Flames - Pokemon Center ETB,
,OBF,Obsidian Flames,MCAP Cards,OBF013,Rowlet,Cosmos Holo,Europe/Canada,Stellar Crown - Decidueye ex Box,Europe September 20 2024; Canada October 2024
,OBF,Obsidian Flames,MCAP Cards,OBF014,Dartrix,Cosmos Holo,Europe/Canada,Stellar Crown - Decidueye ex Box,Europe September 20 2024; Canada October 2024
,OBF,Obsidian Flames,MCAP Cards,OBF015,Decidueye ex,Holo,Europe/Canada,Stellar Crown - Decidueye ex Box,Europe September 20 2024; Canada October 2024
,OBF,Obsidian Flames,MCAP Cards,OBF016,Bounsweet,Cosmos Holo,US/UK,Surging Sparks - Tsareena ex Premium Collection,Walmart mid-November 2024
,OBF,Obsidian Flames,MCAP Cards,OBF017,Steenee,Cosmos Holo,US/UK,Surging Sparks - Tsareena ex Premium Collection,Walmart mid-November 2024
,OBF,Obsidian Flames,MCAP Cards,OBF024,Capsakid,Non Holo,US/UK,Temporal Forces - Stage 1 Blister,Included with Scovillain blister
,OBF,Obsidian Flames,MCAP Cards,OBF025,Scovillain,Cosmos Holo,US/UK,Temporal Forces - Stage 1 Blister,
,OBF,Obsidian Flames,MCAP Cards,OBF026,Charmander,Mirage Holo,US/UK,151 - Charizard ex Premium Collection,Product-exclusive holo treatment
,OBF,Obsidian Flames,MCAP Cards,OBF027,Charmeleon,Mirage Holo,US/UK,151 - Charizard ex Premium Collection,Product-exclusive holo treatment
,OBF,Obsidian Flames,MCAP Cards,OBF056,Froakie,Cosmos Holo,US/UK,Shrouded Fable - Greninja ex Special Illustration Collection,
,OBF,Obsidian Flames,MCAP Cards,OBF057,Frogadier,Cosmos Holo,US/UK,Shrouded Fable - Greninja ex Special Illustration Collection,
,OBF,Obsidian Flames,MCAP Cards,OBF060,Finizen,Non Holo,US/UK,Temporal Forces - Stage 1 Blister,Included with Palafin blister
,OBF,Obsidian Flames,MCAP Cards,OBF062,Palafin,Cosmos Holo,US/UK,Temporal Forces - Stage 1 Blister | Temporal Forces - Enhanced 2-Pack Blister,Palafin Baxcalibur and Garganacl blister
,OBF,Obsidian Flames,MCAP Cards,OBF062,Palafin,Non Holo,US/UK,Obsidian Flames - Build & Battle Box | Obsidian Flames - Build & Battle Stadium,Deck-exclusive | Deck-exclusive; contains two Build & Battle Boxes
,OBF,Obsidian Flames,MCAP Cards,OBF066,Tyranitar ex,Holo,US/UK,Surging Sparks - Tyranitar ex Premium Collection,Walmart mid-November 2024
,OBF,Obsidian Flames,MCAP Cards,OBF072,Toxtricity,Non Holo,US/UK,Obsidian Flames - Build & Battle Box | Obsidian Flames - Build & Battle Stadium,Deck-exclusive | Deck-exclusive; contains two Build & Battle Boxes
,OBF,Obsidian Flames,MCAP Cards,OBF083,Togepi,Non Holo,US/UK,Temporal Forces - Premium Checklane Blister,Included with Togekiss blister
,OBF,Obsidian Flames,MCAP Cards,OBF084,Togetic,Non Holo,US/UK,Temporal Forces - Premium Checklane Blister,Included with Togekiss blister
,OBF,Obsidian Flames,MCAP Cards,OBF085,Togekiss,Cosmos Holo,US/UK,Temporal Forces - Premium Checklane Blister,
,OBF,Obsidian Flames,MCAP Cards,OBF085,Togekiss,Non Holo,US/UK,Obsidian Flames - Build & Battle Box | Obsidian Flames - Build & Battle Stadium,Deck-exclusive | Deck-exclusive; contains two Build & Battle Boxes
,OBF,Obsidian Flames,MCAP Cards,OBF100,Greavard,Cosmos Holo,US/UK,Stellar Crown - Houndstone ex Box,
,OBF,Obsidian Flames,MCAP Cards,OBF105,Larvitar,Cosmos Holo,US/UK,Surging Sparks - Tyranitar ex Premium Collection,Walmart mid-November 2024
,OBF,Obsidian Flames,MCAP Cards,OBF106,Pupitar,Cosmos Holo,US/UK,Surging Sparks - Tyranitar ex Premium Collection,Walmart mid-November 2024
,OBF,Obsidian Flames,MCAP Cards,OBF125,Charizard ex,Reprint,US/UK,Shrouded Fable - Tera Brawlers Premium Collection,GameStop exclusive
,OBF,Obsidian Flames,MCAP Cards,OBF136,Darkrai,Cosmos Holo,US/UK,Temporal Forces - Triple Whammy Tin,Australia early May 2024; North America early October 2024
,OBF,Obsidian Flames,MCAP Cards,OBF141,Scizor,Cosmos Holo,US/UK,Surging Sparks - Meddling Sparks Premium Collection,Target exclusive
,OBF,Obsidian Flames,MCAP Cards,OBF148,Pawniard,Cosmos Holo,US/UK,Shrouded Fable - Kingambit Illustration Collection,
,OBF,Obsidian Flames,MCAP Cards,OBF149,Bisharp,Cosmos Holo,US/UK,Shrouded Fable - Kingambit Illustration Collection,
,OBF,Obsidian Flames,MCAP Cards,OBF159,Dragonite ex,Reprint,US/UK,Shrouded Fable - Tera Brawlers Premium Collection,GameStop exclusive
,OBF,Obsidian Flames,MCAP Cards,OBF179,Greedent ex,Reprint,US/UK,Shrouded Fable - Tera Brawlers Premium Collection,GameStop exclusive
,OBF,Obsidian Flames,Other Cards,OBF073,Pawmot ex,Holo,US/UK,Paldean Fates - Paldea Adventure Chest,
,OBF,Obsidian Flames,Other Cards,OBF135,Absol ex,Holo,US/UK,Shrouded Fable - Dark Powers ex Special Collection,
,PAF,Paldean Fates,Promo Cards,SVP069,Fidough,Black Star Promo,US/UK,Paldean Fates - Tech Sticker Collection,Cut from Paldean Fates during localization
,PAF,Paldean Fates,Promo Cards,SVP070,Greavard,Black Star Promo,US/UK,Paldean Fates - Tech Sticker Collection,Cut from Paldean Fates during localization
,PAF,Paldean Fates,Promo Cards,SVP071,Maschiff,Black Star Promo,US/UK,Paldean Fates - Tech Sticker Collection,Cut from Paldean Fates during localization
,PAF,Paldean Fates,Promo Cards,SVP072,Great Tusk ex,Black Star Promo,US/UK,Paldean Fates - Paldean Fates Tin,Available in hexagonal and octagonal tin designs
,PAF,Paldean Fates,Promo Cards,SVP073,Iron Treads ex,Black Star Promo,US/UK,Paldean Fates - Paldean Fates Tin,Available in hexagonal and octagonal tin designs
,PAF,Paldean Fates,Promo Cards,SVP074,Charizard ex,Black Star Promo,US/UK,Paldean Fates - Paldean Fates Tin,Available in hexagonal and octagonal tin designs
,PAF,Paldean Fates,Promo Cards,SVP075,Mimikyu,Black Star Promo,US/UK,Paldean Fates - Elite Trainer Box,Cut from Paldean Fates during localization
,PAF,Paldean Fates,Promo Cards,SVP075,Mimikyu,Pokemon Center Stamp,US/UK,Paldean Fates - Pokemon Center ETB,
,PAF,Paldean Fates,Promo Cards,SVP076,Sprigatito,Black Star Promo,US/UK,Paldean Fates - Meowscarada ex Premium Collection,Cut from Paldean Fates during localization
,PAF,Paldean Fates,Promo Cards,SVP077,Floragato,Black Star Promo,US/UK,Paldean Fates - Meowscarada ex Premium Collection,Cut from Paldean Fates during localization
,PAF,Paldean Fates,Promo Cards,SVP078,Meowscarada ex,Black Star Promo,US/UK,Paldean Fates - Meowscarada ex Premium Collection,Cut from Paldean Fates during localization
,PAF,Paldean Fates,Promo Cards,SVP079,Fuecoco,Black Star Promo,US/UK,Paldean Fates - Skeledirge ex Premium Collection,Cut from Paldean Fates during localization
,PAF,Paldean Fates,Promo Cards,SVP080,Crocalor,Black Star Promo,US/UK,Paldean Fates - Skeledirge ex Premium Collection,Cut from Paldean Fates during localization
,PAF,Paldean Fates,Promo Cards,SVP081,Skeledirge ex,Black Star Promo,US/UK,Paldean Fates - Skeledirge ex Premium Collection,Cut from Paldean Fates during localization
,PAF,Paldean Fates,Promo Cards,SVP082,Quaxly,Black Star Promo,US/UK,Paldean Fates - Quaquaval ex Premium Collection,Cut from Paldean Fates during localization
,PAF,Paldean Fates,Promo Cards,SVP083,Quaxwell,Black Star Promo,US/UK,Paldean Fates - Quaquaval ex Premium Collection,Cut from Paldean Fates during localization
,PAF,Paldean Fates,Promo Cards,SVP084,Quaquaval ex,Black Star Promo,US/UK,Paldean Fates - Quaquaval ex Premium Collection,Cut from Paldean Fates during localization
,PAF,Paldean Fates,Promo Cards,SVP086,Mabosstiff ex,Black Star Promo,US/UK,Paldean Fates - Mabosstiff ex Box | Paldean Fates - Mabosstiff ex Showcase,
,PAF,Paldean Fates,Promo Cards,SVP087,Sprigatito ex,Black Star Promo,US/UK,Paldean Fates - Paldea Adventure Chest,
,PAF,Paldean Fates,Promo Cards,SVP088,Pikachu,Black Star Promo,US/UK,Paldean Fates - Paldea Adventure Chest,
,PAF,Paldean Fates,MCAP Cards,PAF006,Espathra ex,Reprint,US/UK,Shrouded Fable - Tera Team Premium Collection,
,PAF,Paldean Fates,MCAP Cards,PAF007,Charmander,Cosmos Holo,US/UK,Destined Rivals - Charizard ex Special Collection,
,PAF,Paldean Fates,MCAP Cards,PAF008,Charmeleon,Cosmos Holo,US/UK,Destined Rivals - Charizard ex Special Collection,
,PAF,Paldean Fates,MCAP Cards,PAF010,Magmortar,Non Holo,US/UK,Twilight Masquerade - Victini & Miraidon ex Battle Decks,Exact deck mapping to verify
,PAF,Paldean Fates,MCAP Cards,PAF018,Pikachu,Cosmos Parallel Holo,US/UK,Stellar Crown - Paldean Fates Mini Tin 5-Pack,Costco early October 2024
,PAF,Paldean Fates,MCAP Cards,PAF019,Raichu,Non Holo,US/UK,Twilight Masquerade - Victini & Miraidon ex Battle Decks,Exact deck mapping to verify
,PAF,Paldean Fates,MCAP Cards,PAF038,Fidough,Cosmos Parallel Holo,US/UK,Stellar Crown - Paldean Fates Mini Tin 5-Pack,Costco early October 2024
,PAF,Paldean Fates,MCAP Cards,PAF042,Greavard,Cosmos Parallel Holo,US/UK,Stellar Crown - Paldean Fates Mini Tin 5-Pack,Costco early October 2024
,PAF,Paldean Fates,MCAP Cards,PAF062,Maschiff,Cosmos Parallel Holo,US/UK,Stellar Crown - Paldean Fates Mini Tin 5-Pack,Costco early October 2024
,PAL,Paldea Evolved,Stamped Cards,PAL046,Delibird,Cosmos Holo Snowflake Stamp,US/UK,Black Bolt & White Flare - Holiday Calendar 2025,
,PAL,Paldea Evolved,Stamped Cards,PAL053,Cetoddle,Cosmos Holo Snowflake Stamp,US/UK,Shrouded Fable - Holiday Calendar 2024,
,PAL,Paldea Evolved,Stamped Cards,PAL058,Frigibax,Cosmos Holo Snowflake Stamp,US/UK,Shrouded Fable - Holiday Calendar 2024,
,PAL,Paldea Evolved,Stamped Cards,PAL061,Chien-Pao ex,Snowflake Stamp,US/UK,Shrouded Fable - Holiday Calendar 2024,
,PAL,Paldea Evolved,Stamped Cards,PAL063,Pikachu ex,Snowflake Stamp,US/UK,Shrouded Fable - Holiday Calendar 2024,
,PAL,Paldea Evolved,Stamped Cards,PAL105,Tinkaton,GameStop Stamp,US/Canada,Paldea Evolved - Retailer Gift With Purchase,Spend 15 dollars on Pokemon TCG products
,PAL,Paldea Evolved,Stamped Cards,PAL105,Tinkaton,Paldea Evolved Stamp,US,Paldea Evolved - Retailer Gift With Purchase,Best Buy; spend 15 dollars on Pokemon TCG products
,PAL,Paldea Evolved,Stamped Cards,PAL185,Iono,Cosmos Holo Iono Zone Stamp,US/UK,Temporal Forces - Iono Premium Tournament Collection,Three copies included
,PAL,Paldea Evolved,Stamped Cards,SVP019,Baxcalibur,Black Star Promo,US/UK,Paldea Evolved - Build & Battle Box | Paldea Evolved - Build & Battle Stadium,One of four possible promo decks | Contains two Build & Battle Boxes
,PAL,Paldea Evolved,Stamped Cards,SVP020,Tinkaton,Black Star Promo,US/UK,Paldea Evolved - Build & Battle Box | Paldea Evolved - Build & Battle Stadium,One of four possible promo decks | Contains two Build & Battle Boxes
,PAL,Paldea Evolved,Stamped Cards,SVP021,Murkrow,Black Star Promo,US/UK,Paldea Evolved - Build & Battle Box | Paldea Evolved - Build & Battle Stadium,One of four possible promo decks | Contains two Build & Battle Boxes
,PAL,Paldea Evolved,Stamped Cards,SVP022,Pelipper,Black Star Promo,US/UK,Paldea Evolved - Build & Battle Box | Paldea Evolved - Build & Battle Stadium,One of four possible promo decks | Contains two Build & Battle Boxes
,PAL,Paldea Evolved,Staff Cards,SVP019,Baxcalibur,Staff Stamp,US/UK,Paldea Evolved - Build & Battle Box,Prerelease staff variant
,PAL,Paldea Evolved,Staff Cards,SVP020,Tinkaton,Staff Stamp,US/UK,Paldea Evolved - Build & Battle Box,Prerelease staff variant
,PAL,Paldea Evolved,Staff Cards,SVP021,Murkrow,Staff Stamp,US/UK,Paldea Evolved - Build & Battle Box,Prerelease staff variant
,PAL,Paldea Evolved,Staff Cards,SVP022,Pelipper,Staff Stamp,US/UK,Paldea Evolved - Build & Battle Box,Prerelease staff variant
,PAL,Paldea Evolved,Promo Cards,SVP023,Smoliv,Pixel Cosmos,US/UK,Paldea Evolved - Single Pack Blister (Reprint),Mid-2024 reprint
,PAL,Paldea Evolved,Promo Cards,SVP023,Smoliv,Smooth Cosmos,US/UK,Paldea Evolved - Single Pack Blister,Initial release; later reprinted with Pixel Cosmos
,PAL,Paldea Evolved,Promo Cards,SVP024,Growlithe,Pixel Cosmos,US/UK,Paldea Evolved - Single Pack Blister (Reprint),Mid-2024 reprint
,PAL,Paldea Evolved,Promo Cards,SVP024,Growlithe,Smooth Cosmos,US/UK,Paldea Evolved - Single Pack Blister,Initial release; later reprinted with Pixel Cosmos
,PAL,Paldea Evolved,Promo Cards,SVP025,Tinkatink,Smooth Cosmos,US/UK,Paldea Evolved - 3-Pack Blister,
,PAL,Paldea Evolved,Promo Cards,SVP026,Varoom,Pixel Cosmos,US/UK,Paldea Evolved - 3-Pack Blister (Reprint),Mid-2024 reprint
,PAL,Paldea Evolved,Promo Cards,SVP026,Varoom,Smooth Cosmos,US/UK,Paldea Evolved - 3-Pack Blister,Initial release; later reprinted with Pixel Cosmos
,PAL,Paldea Evolved,Promo Cards,SVP027,Pikachu,Black Star Promo,US/UK,Paldea Evolved - Elite Trainer Box,
,PAL,Paldea Evolved,Promo Cards,SVP027,Pikachu,Pokemon Center Stamp,US/UK,Paldea Evolved - Pokemon Center ETB,
,PAL,Paldea Evolved,Promo Cards,SVP028,Miraidon ex,Black Star Promo,US/UK,Paldea Evolved - Paldea Legends Tin,Available in hexagonal and octagonal tin designs
,PAL,Paldea Evolved,Promo Cards,SVP029,Koraidon ex,Black Star Promo,US/UK,Paldea Evolved - Paldea Legends Tin,Available in hexagonal and octagonal tin designs
,PAL,Paldea Evolved,Promo Cards,SVP030,Chien-Pao ex,Black Star Promo,US/UK,Paldea Evolved - Chien-Pao ex Battle Deck,Alternate artwork
,PAL,Paldea Evolved,Promo Cards,SVP031,Tinkaton ex,Black Star Promo,US/UK,Paldea Evolved - Tinkaton ex Battle Deck,Cut from Paldea Evolved during localization
,PAL,Paldea Evolved,Promo Cards,SVP032,Annihilape ex,Black Star Promo,US/UK,Paldea Evolved - Annihilape ex Box,Cut from Paldea Evolved during localization
,PAL,Paldea Evolved,MCAP Cards,PAL013,Sprigatito,Mirage Holo,US/UK,Obsidian Flames - Summer 2023 Collector Chest,Product-exclusive holo treatment
,PAL,Paldea Evolved,MCAP Cards,PAL021,Lokix,Non Holo,US/UK,Paldea Evolved - Build & Battle Box | Paldea Evolved - Build & Battle Stadium,Deck-exclusive | Deck-exclusive; contains two Build & Battle Boxes
,PAL,Paldea Evolved,MCAP Cards,PAL034,Fuecoco,Mirage Holo,US/UK,Obsidian Flames - Summer 2023 Collector Chest,Product-exclusive holo treatment
,PAL,Paldea Evolved,MCAP Cards,PAL039,Charcadet,Non Holo,US/UK,Paradox Rift - Stage 1 Blister,Included with Ceruledge blister
,PAL,Paldea Evolved,MCAP Cards,PAL043,Gyarados,Pixel Cosmos,US/UK,Paradox Rift - Paldea Friends Mini Tin 5-Pack,
,PAL,Paldea Evolved,MCAP Cards,PAL050,Quaxly,Mirage Holo,US/UK,Obsidian Flames - Summer 2023 Collector Chest,Product-exclusive holo treatment
,PAL,Paldea Evolved,MCAP Cards,PAL058,Frigibax,Non Holo,US/UK,Temporal Forces - Premium Checklane Blister,Included with Baxcalibur blister
,PAL,Paldea Evolved,MCAP Cards,PAL059,Arctibax,Non Holo,US/UK,Temporal Forces - Premium Checklane Blister,Included with Baxcalibur blister
,PAL,Paldea Evolved,MCAP Cards,PAL060,Baxcalibur,Cosmos Holo,US/UK,Temporal Forces - Premium Checklane Blister | Temporal Forces - Enhanced 2-Pack Blister,Palafin Baxcalibur and Garganacl blister
,PAL,Paldea Evolved,MCAP Cards,PAL060,Baxcalibur,Non Holo,US/UK,Paldea Evolved - Build & Battle Box | Paldea Evolved - Build & Battle Stadium | Paldea Evolved - Chien-Pao ex Battle Deck | Obsidian Flames - Quaquaval ex Deluxe Battle Deck,Deck-exclusive | Deck-exclusive; contains two Build & Battle Boxes | Rereleased promotional card
,PAL,Paldea Evolved,MCAP Cards,PAL071,Luxray,Cosmos Holo,US/UK,Surging Sparks - Meddling Sparks Premium Collection,Target exclusive
,PAL,Paldea Evolved,MCAP Cards,PAL071,Luxray,Pixel Cosmos,US/UK,Paradox Rift - Paldea Friends Mini Tin 5-Pack,Some bundles mistakenly included a second Klawf instead
,PAL,Paldea Evolved,MCAP Cards,PAL074,Pawmi,Cosmos Holo,US/UK,Paldean Fates - Paldea Adventure Chest,
,PAL,Paldea Evolved,MCAP Cards,PAL075,Pawmo,Cosmos Holo,US/UK,Paldean Fates - Paldea Adventure Chest,
,PAL,Paldea Evolved,MCAP Cards,PAL075,Rhydon,Non Holo,US/UK,Journey Together - Premium Checklane Blister,Included with Rhyperior blister
,PAL,Paldea Evolved,MCAP Cards,PAL076,Pawmot,Reprint,US/UK,Paradox Rift - Enhanced 2-Pack Blister,
,PAL,Paldea Evolved,MCAP Cards,PAL093,Dedenne ex,Reprint,US/UK,Shrouded Fable - Tera Brawlers Premium Collection,GameStop exclusive
,PAL,Paldea Evolved,MCAP Cards,PAL098,Ceruledge,Cosmos Holo,US/UK,Paradox Rift - Stage 1 Blister | Temporal Forces - Armarouge ex Premium Collection,
,PAL,Paldea Evolved,MCAP Cards,PAL099,Klink,Non Holo,US/UK,Journey Together - Premium Checklane Blister,Included with Klinklang blister
,PAL,Paldea Evolved,MCAP Cards,PAL100,Klang,Non Holo,US/UK,Journey Together - Premium Checklane Blister,Included with Klinklang blister
,PAL,Paldea Evolved,MCAP Cards,PAL102,Tinkatink,Non Holo,US/UK,Paradox Rift - Premium Checklane Blister,Included with Tinkaton blister
,PAL,Paldea Evolved,MCAP Cards,PAL103,Meltan,Non Holo,US/UK,Journey Together - Stage 1 Blister,Included with Melmetal blister
,PAL,Paldea Evolved,MCAP Cards,PAL104,Tinkatuff,Non Holo,US/UK,Paradox Rift - Premium Checklane Blister,Included with Tinkaton blister
,PAL,Paldea Evolved,MCAP Cards,PAL105,Tinkaton,Cosmos Holo,US/UK,Paradox Rift - Premium Checklane Blister,
,PAL,Paldea Evolved,MCAP Cards,PAL105,Tinkaton,Non Holo,US/UK,Paldea Evolved - Build & Battle Box | Paldea Evolved - Build & Battle Stadium,Deck-exclusive | Deck-exclusive; contains two Build & Battle Boxes
,PAL,Paldea Evolved,MCAP Cards,PAL106,Duraludon,Non Holo,US/UK,Journey Together - Stage 1 Blister,Included with Archaludon blister
,PAL,Paldea Evolved,MCAP Cards,PAL106,Mankey,Pixel Cosmos,US/UK,Paldea Evolved - Annihilape ex Box,Product-exclusive holo treatment
,PAL,Paldea Evolved,MCAP Cards,PAL107,Primeape,Pixel Cosmos,US/UK,Paldea Evolved - Annihilape ex Box,Product-exclusive holo treatment
,PAL,Paldea Evolved,MCAP Cards,PAL110,Larvitar,Cosmos Holo,US/UK,Temporal Forces - Triple Whammy Tin,Australia early May 2024; North America early October 2024
,PAL,Paldea Evolved,MCAP Cards,PAL111,Pupitar,Cosmos Holo,US/UK,Temporal Forces - Triple Whammy Tin,Australia early May 2024; North America early October 2024
,PAL,Paldea Evolved,MCAP Cards,PAL116,Rockruff,Cosmos Holo,Europe/Canada,Shrouded Fable - Lycanroc ex Box,Europe late August 2024; Canada late October 2024
,PAL,Paldea Evolved,MCAP Cards,PAL117,Lycanroc ex,Holo,Europe/Canada,Shrouded Fable - Lycanroc ex Box,Europe late August 2024; Canada late October 2024
,PAL,Paldea Evolved,MCAP Cards,PAL123,Garganacl,Cosmos Holo,US/UK,Temporal Forces - Enhanced 2-Pack Blister,Palafin Baxcalibur and Garganacl blister
,PAL,Paldea Evolved,MCAP Cards,PAL124,Glimmet,Non Holo,US/UK,Paradox Rift - Stage 1 Blister,Included with Glimmora blister
,PAL,Paldea Evolved,MCAP Cards,PAL126,Glimmora,Cosmos Holo,US/UK,Paradox Rift - Stage 1 Blister,
,PAL,Paldea Evolved,MCAP Cards,PAL135,Tyranitar,Cosmos Holo,US/UK,Temporal Forces - Triple Whammy Tin,Australia early May 2024; North America early October 2024
,PAL,Paldea Evolved,MCAP Cards,PAL136,Sableye,Cosmos Holo,US/UK,Temporal Forces - Triple Whammy Tin,Australia early May 2024; North America early October 2024
,PAL,Paldea Evolved,MCAP Cards,PAL138,Deino,Non Holo,US/UK,Paradox Rift - Premium Checklane Blister,Included with Hydreigon blister
,PAL,Paldea Evolved,MCAP Cards,PAL139,Zweilous,Non Holo,US/UK,Paradox Rift - Premium Checklane Blister,Included with Hydreigon blister
,PAL,Paldea Evolved,MCAP Cards,PAL140,Hydreigon,Cosmos Holo,US/UK,Paradox Rift - Premium Checklane Blister,
,PAL,Paldea Evolved,MCAP Cards,PAL142,Maschiff,Cosmos Holo,US/UK,Paldean Fates - Mabosstiff ex Box,
,PAL,Paldea Evolved,MCAP Cards,PAL151,Orthworm,Non Holo,US/UK,Temporal Forces - Houndoom & Melmetal ex Battle Decks,Exact deck mapping to verify
,PAL,Paldea Evolved,MCAP Cards,PAL151,Orthworm,Pixel Cosmos,US/UK,Paradox Rift - Paldea Friends Mini Tin 5-Pack,
,PAL,Paldea Evolved,MCAP Cards,PAL160,Slakoth,Cosmos Holo,US/UK,Temporal Forces - Triple Whammy Tin,Australia early May 2024; North America early October 2024
