Category,Card Name,Card Number,Variant,Region,Purchase Options,Source Rows
Prize Pack Cards,Mega Abomasnow ex,MEG036,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:29
Prize Pack Cards,Mega Manectric ex,MEG050,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:36
Prize Pack Cards,Mega Gardevoir ex,MEG060,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:32
Prize Pack Cards,Hariyama,MEG073,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:17
Prize Pack Cards,Lunatone,MEG074,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:28
Prize Pack Cards,Solrock,MEG075,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:44
Prize Pack Cards,Mega Lucario ex,MEG077,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:35
Prize Pack Cards,Mega Absol ex,MEG086,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:30
Prize Pack Cards,Mega Mawile ex,MEG094,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:37
Prize Pack Cards,Mega Latias ex,MEG100,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:34
Prize Pack Cards,Latios,MEG101,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:25
Prize Pack Cards,Mega Kangaskhan ex,MEG104,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:33
Prize Pack Cards,Boss's Orders,MEG114,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:52
Prize Pack Cards,Fighting Gong,MEG116,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:57
Prize Pack Cards,Forest of Vitality,MEG117,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:58
Prize Pack Cards,Iron Defender,MEG118,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:60
Prize Pack Cards,Lillie's Determination,MEG119,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:62
Prize Pack Cards,Mega Signal,MEG121,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:65
Prize Pack Cards,Mystery Garden,MEG122,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:66
Prize Pack Cards,Premium Power Pro,MEG124,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:70
Prize Pack Cards,Risky Ruins,MEG127,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:71
Prize Pack Cards,Strange Timepiece,MEG128,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:73
Prize Pack Cards,Surfing Beach,MEG129,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:74
Prize Pack Cards,Wally's Compassion,MEG132,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:83
Prize Pack Cards,Budew,PRE004,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:4
Prize Pack Cards,Max Rod,PRE116,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:64
Prize Pack Cards,Sparkling Crystal,PRE129,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:72
Prize Pack Cards,Archaludon,SCR107,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:2
Prize Pack Cards,Brilliant Blender,SSP164,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:53
Prize Pack Cards,Energy Search Pro,SSP176,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:55
Prize Pack Cards,Precious Trolley,SSP185,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:69
Prize Pack Cards,Emboar,WHT013,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:11
Prize Pack Cards,Reshiram ex,WHT020,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:42
League and Championship Cards,Rayquaza,ASC173,PXP Stamp,US,Ascended Heroes - 2026 Pokemon World Championships merchandise,mega_placeholders.csv:175
League and Championship Cards,Ultra Ball,MEG131,Pokemon Europe International Championships Stamp,Europe,Mega Evolution - 2026 Pokemon Europe International Championships merchandise,mega_placeholders.csv:68
League and Championship Cards,Ultra Ball,MEG131,Pokemon Latin America International Championships Stamp,Brazilian Portuguese,Mega Evolution - 2026 Pokemon Latin America International Championships merchandise,mega_placeholders.csv:58
League and Championship Cards,Ultra Ball,MEG131,Pokemon North America International Championships Stamp,US,Mega Evolution - 2026 Pokemon North America International Championships merchandise,mega_placeholders.csv:135
League and Championship Cards,Paradise Resort,MEP092,World Championships 2026 Stamp,US,Mega Evolution - 2026 Pokemon World Championships merchandise,mega_placeholders.csv:176
League and Championship Cards,Pikachu,MEP093,2026 Pokemon World Championships Logo Stamp,US,Mega Evolution - 2026 Pokemon World Championships merchandise,mega_placeholders.csv:177
League and Championship Cards,Pikachu,MEP093,Play Pokemon Winner Stamp,US,Mega Evolution - 2026 Pokemon World Championships merchandise,mega_placeholders.csv:178
Other Cards,Mega Lucario ex,MEP012,Black Star Promo,US/UK,Mega Evolution - Mega Lucario ex Figure Collection,mega_placeholders.csv:37
Other Cards,Meloetta,MEP026,Black Star Promo,US/UK,Mega Evolution - Mega Battle Deck Mega Diancie ex,mega_placeholders.csv:36
Other Cards,Haunter,MEP027,Black Star Promo,US/UK,Mega Evolution - Mega Battle Deck Mega Gengar ex,mega_placeholders.csv:35
Other Cards,Mega Gardevoir ex,MEP032,Black Star Promo,US/UK,Ascended Heroes - Ascended Heroes Premium Poster Collection,mega_placeholders.csv:75
Other Cards,Mega Lucario ex,MEP033,Black Star Promo,US/UK,Ascended Heroes - Ascended Heroes Premium Poster Collection,mega_placeholders.csv:76
Other Cards,Bulbasaur,MEP037,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:80
Other Cards,Charmander,MEP038,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:81
Other Cards,Squirtle,MEP039,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:82
Other Cards,Turtwig,MEP040,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:83
Other Cards,Chimchar,MEP041,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:84
Other Cards,Piplup,MEP042,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:85
Other Cards,Rowlet,MEP043,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:86
Other Cards,Litten,MEP044,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:87
Other Cards,Popplio,MEP045,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:88
Other Cards,Chikorita,MEP046,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:136
Other Cards,Cyndaquil,MEP047,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:137
Other Cards,Totodile,MEP048,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:138
Other Cards,Snivy,MEP049,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:139
Other Cards,Tepig,MEP050,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:140
Other Cards,Oshawott,MEP051,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:141
Other Cards,Grookey,MEP052,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:142
Other Cards,Scorbunny,MEP053,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:143
Other Cards,Sobble,MEP054,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:144
Other Cards,Treecko,MEP055,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:160
Other Cards,Torchic,MEP056,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:161
Other Cards,Mudkip,MEP057,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:162
Other Cards,Chespin,MEP058,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:163
Other Cards,Fennekin,MEP059,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:164
Other Cards,Froakie,MEP060,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:165
Other Cards,Sprigatito,MEP061,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:166
Other Cards,Fuecoco,MEP062,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:167
Other Cards,Quaxly,MEP063,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:168
